Brand,Age,kmDriven,Transmission,Owner,FuelType
Maruti Suzuki,5,95000.0,Automatic,first,hybrid/cng
Mahindra,8,73000.0,Automatic,first,diesel
Hyundai,11,80000.0,Manual,first,hybrid/cng
Honda,12,35.0,Automatic,second,hybrid
Maruti Suzuki,13,68000.0,Manual,first,petrol
Jeep,6,52000.0,Manual,first,diesel
Honda,9,70000.0,Automatic,first,petrol
BMW,11,92048.0,Automatic,first,diesel
Skoda,11,75000.0,Automatic,second,petrol
Mercedes-Benz,4,29000.0,Automatic,second,diesel
Hyundai,5,300000.0,Automatic,second,petrol
Skoda,5,64800.0,Automatic,first,diesel
Maruti Suzuki,7,42618.0,Manual,second,petrol
Maruti Suzuki,9,88000.0,Manual,first,hybrid
Maruti Suzuki,6,27800.0,Automatic,first,diesel
Hyundai,13,85000.0,Automatic,second,hybrid/cng
Maruti Suzuki,3,25184.0,Manual,first,petrol
Mercedes-Benz,2,20500.0,Automatic,first,petrol
Datsun,4,40000.0,Manual,first,hybrid
Maruti Suzuki,6,72000.0,Manual,first,hybrid/cng
Nissan,10,120000.0,Manual,second,diesel
Maruti Suzuki,18,65328.0,Manual,second,petrol
Skoda,1,16000.0,Manual,second,petrol
Toyota,10,300000.0,Automatic,second,diesel
Hyundai,15,80000.0,Manual,first,hybrid/cng
Tata,2,53793.0,Manual,first,hybrid
Maruti Suzuki,10,89000.0,Manual,first,petrol
Toyota,8,78000.0,Manual,second,hybrid/cng
Lexus,2,17000.0,Automatic,first,petrol
Mahindra,4,16000.0,Manual,first,diesel
Mercedes-Benz,7,79000.0,Automatic,second,diesel
Maruti Suzuki,7,63000.0,Automatic,first,hybrid/cng
Maruti Suzuki,8,63000.0,Manual,second,diesel
Maruti Suzuki,13,100000.0,Automatic,second,hybrid
Maruti Suzuki,7,270000.0,Automatic,second,petrol
Maruti Suzuki,7,300000.0,Automatic,first,petrol
Tata,6,88000.0,Manual,first,diesel
Hyundai,16,74000.0,Manual,second,petrol
Hyundai,5,83999.0,Automatic,first,petrol
Mercedes-Benz,12,75001.0,Automatic,second,diesel
Maruti Suzuki,13,50000.0,Manual,first,petrol
Maruti Suzuki,9,82000.0,Manual,second,hybrid/cng
Hyundai,7,47000.0,Manual,first,petrol
Honda,9,97422.0,Manual,second,diesel
Hyundai,7,74310.0,Automatic,second,diesel
Maruti Suzuki,3,53885.0,Automatic,first,hybrid/cng
Mahindra,2,27000.0,Automatic,first,diesel
Maruti Suzuki,10,180000.0,Automatic,second,hybrid/cng
Hyundai,3,29938.0,Manual,first,petrol
Maruti Suzuki,4,53000.0,Automatic,first,petrol
Toyota,7,89000.0,Automatic,second,diesel
Volkswagen,8,64000.0,Automatic,first,petrol
Land Rover,6,62000.0,Automatic,first,diesel
Honda,6,21500.0,Automatic,first,petrol
Maruti Suzuki,5,60000.0,Automatic,first,hybrid/cng
Honda,5,300000.0,Automatic,second,petrol
Hyundai,10,68000.0,Manual,second,petrol
Hyundai,0,10000.0,Automatic,first,hybrid/cng
Volkswagen,4,44000.0,Automatic,second,petrol
Mitsubishi,9,80000.0,Automatic,first,diesel
Maruti Suzuki,5,95000.0,Automatic,first,hybrid
Maruti Suzuki,4,70000.0,Automatic,second,hybrid
Maruti Suzuki,7,93000.0,Manual,first,diesel
Mahindra,5,80000.0,Manual,first,diesel
Mercedes-Benz,11,78000.0,Automatic,second,petrol
Honda,6,61000.0,Manual,first,hybrid
Maruti Suzuki,13,90000.0,Automatic,second,hybrid
Tata,5,129500.0,Automatic,first,diesel
Maruti Suzuki,7,100000.0,Manual,second,diesel
Maruti Suzuki,10,78000.0,Manual,second,petrol
Mahindra,6,90000.0,Manual,second,diesel
Renault,5,18000.0,Manual,first,petrol
Honda,14,80000.0,Automatic,second,petrol
Maruti Suzuki,13,100000.0,Automatic,first,hybrid
Honda,21,120000.0,Automatic,second,petrol
Toyota,6,79000.0,Automatic,first,diesel
BMW,11,58000.0,Automatic,second,diesel
MG,5,45000.0,Automatic,second,petrol
Mercedes-Benz,8,35000.0,Automatic,second,petrol
Maruti Suzuki,11,83000.0,Manual,second,diesel
Maruti Suzuki,7,98656.0,Manual,second,hybrid/cng
Tata,2,20000.0,Automatic,first,diesel
Maruti Suzuki,8,71000.0,Manual,second,hybrid/cng
Toyota,16,92000.0,Manual,second,hybrid
Maruti Suzuki,4,37540.0,Automatic,first,petrol
Toyota,13,165000.0,Manual,second,diesel
BMW,7,112000.0,Automatic,second,diesel
Maruti Suzuki,7,82000.0,Manual,second,hybrid
Honda,6,65234.0,Automatic,first,petrol
Hyundai,1,22000.0,Manual,first,petrol
Maruti Suzuki,16,120000.0,Manual,second,petrol
Honda,7,84000.0,Manual,first,hybrid
Hyundai,11,59800.0,Manual,second,petrol
Mahindra,1,35000.0,Automatic,second,diesel
Mercedes-Benz,10,85000.0,Automatic,second,diesel
Lexus,8,11000.0,Automatic,first,hybrid/cng
Maruti Suzuki,13,95500.0,Manual,second,petrol
Mercedes-Benz,10,86000.0,Automatic,first,diesel
Hyundai,8,300000.0,Automatic,second,petrol
Hyundai,7,78000.0,Automatic,second,petrol
Hyundai,12,49000.0,Manual,first,petrol
Ssangyong,11,85000.0,Automatic,second,diesel
Toyota,5,55000.0,Automatic,second,diesel
Renault,6,110000.0,Manual,second,petrol
Maruti Suzuki,14,149000.0,Manual,second,hybrid
Mahindra,6,71000.0,Manual,first,diesel
Tata,7,80000.0,Automatic,first,hybrid/cng
Maruti Suzuki,7,68000.0,Manual,first,hybrid
Maruti Suzuki,7,61000.0,Automatic,second,hybrid/cng
BMW,12,80000.0,Automatic,second,diesel
Maruti Suzuki,9,75254.0,Manual,first,hybrid
Renault,7,300000.0,Automatic,first,petrol
Maruti Suzuki,14,74000.0,Manual,first,hybrid
BMW,10,144000.0,Automatic,second,diesel
Hyundai,12,50000.0,Automatic,second,hybrid
Volkswagen,11,49400.0,Automatic,second,petrol
Maruti Suzuki,1,40000.0,Automatic,first,hybrid/cng
Hyundai,14,84500.0,Manual,second,petrol
Hyundai,11,65000.0,Automatic,second,hybrid
Maruti Suzuki,8,57000.0,Manual,first,petrol
Maruti Suzuki,12,150000.0,Automatic,second,hybrid/cng
Maruti Suzuki,2,29000.0,Automatic,first,petrol
Hyundai,7,58000.0,Manual,second,hybrid
BMW,11,33000.0,Automatic,second,diesel
Toyota,9,198000.0,Manual,second,diesel
Volkswagen,5,63939.0,Automatic,first,petrol
Toyota,7,55000.0,Automatic,first,diesel
Renault,6,70000.0,Automatic,second,petrol
Maruti Suzuki,5,65000.0,Manual,first,hybrid/cng
Maruti Suzuki,8,81200.0,Manual,first,hybrid/cng
Mercedes-Benz,11,49000.0,Automatic,second,petrol
Hyundai,4,44731.0,Manual,first,petrol
Maruti Suzuki,6,65000.0,Automatic,second,hybrid/cng
Hyundai,2,50000.0,Manual,first,hybrid/cng
Mahindra,11,180000.0,Automatic,second,diesel
Maruti Suzuki,6,59000.0,Manual,second,diesel
Maruti Suzuki,4,300000.0,Automatic,first,hybrid
Tata,3,19925.0,Automatic,first,hybrid
Toyota,9,160.0,Automatic,second,hybrid/cng
Maruti Suzuki,1,25000.0,Automatic,first,hybrid
Hyundai,4,38000.0,Manual,first,diesel
Mini,11,38000.0,Automatic,second,petrol
Maruti Suzuki,7,85000.0,Automatic,first,petrol
Honda,9,95000.0,Automatic,first,hybrid/cng
Volkswagen,5,48000.0,Manual,first,petrol
Hyundai,13,65000.0,Manual,second,hybrid
Toyota,14,220000.0,Manual,second,diesel
Land Rover,11,80500.0,Automatic,second,diesel
Skoda,9,11000.0,Manual,first,diesel
Mercedes-Benz,13,61000.0,Automatic,first,diesel
Audi,11,110000.0,Automatic,second,diesel
Tata,5,66810.0,Automatic,second,petrol
Maruti Suzuki,2,51000.0,Manual,first,hybrid/cng
Maruti Suzuki,8,61800.0,Automatic,second,petrol
Maruti Suzuki,7,113000.0,Manual,second,diesel
Honda,11,85000.0,Automatic,second,petrol
Toyota,1,1996.0,Automatic,first,diesel
Audi,11,75000.0,Automatic,second,diesel
Honda,15,93000.0,Automatic,second,petrol
Hyundai,8,300000.0,Manual,first,hybrid/cng
Renault,9,75000.0,Manual,second,diesel
Hyundai,7,300000.0,Manual,second,diesel
Maruti Suzuki,15,77000.0,Manual,second,petrol
Hyundai,3,56000.0,Manual,second,diesel
Ford,5,30000.0,Automatic,second,petrol
Hyundai,7,63000.0,Manual,second,diesel
Audi,1,2200.0,Automatic,first,hybrid
Tata,12,70000.0,Manual,second,petrol
Honda,5,51000.0,Manual,first,petrol
BMW,11,82000.0,Automatic,second,diesel
Maruti Suzuki,11,94000.0,Manual,second,petrol
BMW,12,116260.0,Automatic,second,diesel
Maruti Suzuki,4,42147.0,Manual,first,hybrid
Toyota,9,277000.0,Manual,first,diesel
Maruti Suzuki,11,45000.0,Manual,second,petrol
Volkswagen,1,11000.0,Automatic,first,petrol
Maruti Suzuki,15,200000.0,Manual,second,petrol
Hyundai,7,31003.0,Automatic,second,petrol
BMW,3,46000.0,Automatic,first,diesel
Nissan,12,110000.0,Manual,second,diesel
Hyundai,2,239500.0,Automatic,first,diesel
Audi,13,77665.0,Automatic,first,diesel
Maruti Suzuki,10,70000.0,Manual,second,hybrid/cng
Toyota,15,110000.0,Manual,second,diesel
Toyota,13,52000.0,Manual,second,petrol
Hyundai,4,50000.0,Manual,second,diesel
Maruti Suzuki,5,24000.0,Automatic,second,petrol
Volvo,7,85000.0,Automatic,second,diesel
Hyundai,9,46000.0,Manual,second,petrol
Toyota,13,105000.0,Manual,second,diesel
Maruti Suzuki,8,90000.0,Manual,second,hybrid/cng
Ford,18,150000.0,Manual,second,diesel
Nissan,5,125000.0,Manual,first,diesel
Maruti Suzuki,6,35000.0,Manual,first,petrol
Audi,9,55406.0,Automatic,first,diesel
Hyundai,12,95000.0,Manual,second,hybrid/cng
Mercedes-Benz,6,42000.0,Automatic,first,diesel
Maruti Suzuki,7,67000.0,Automatic,second,petrol
Maruti Suzuki,1,69000.0,Automatic,first,hybrid/cng
MG,4,65000.0,Automatic,first,petrol
Honda,7,139000.0,Manual,second,diesel
Honda,16,98000.0,Automatic,second,petrol
Maruti Suzuki,12,83000.0,Manual,second,petrol
Toyota,5,300000.0,Manual,second,petrol
Maruti Suzuki,5,50000.0,Manual,first,hybrid/cng
Maruti Suzuki,7,47231.0,Manual,first,petrol
Hyundai,1,41000.0,Automatic,first,hybrid/cng
Maruti Suzuki,0,12452.0,Automatic,first,hybrid
Mahindra,4,168000.0,Manual,second,diesel
Audi,12,124000.0,Automatic,second,diesel
Hyundai,16,77000.0,Automatic,second,petrol
Honda,8,69000.0,Manual,second,hybrid/cng
Renault,7,105000.0,Manual,first,diesel
Toyota,6,127000.0,Automatic,first,hybrid
Maruti Suzuki,2,49000.0,Manual,first,hybrid/cng
Maruti Suzuki,2,50000.0,Automatic,first,hybrid
Maruti Suzuki,5,64504.0,Manual,first,hybrid/cng
Mahindra,9,71291.0,Manual,second,diesel
Mahindra,17,175000.0,Manual,second,diesel
Mercedes-Benz,7,42000.0,Automatic,first,petrol
Maruti Suzuki,7,36606.0,Automatic,second,petrol
Maruti Suzuki,0,20000.0,Manual,first,petrol
Maruti Suzuki,3,65999.0,Manual,first,hybrid/cng
Maruti Suzuki,3,80000.0,Manual,first,hybrid/cng
Honda,8,65800.0,Manual,second,petrol
Maruti Suzuki,5,300000.0,Manual,second,hybrid
Tata,4,26000.0,Manual,first,petrol
Skoda,2,24000.0,Manual,first,petrol
Mahindra,6,61000.0,Manual,first,diesel
Honda,11,96000.0,Automatic,second,diesel
Toyota,8,145000.0,Manual,first,diesel
Mahindra,15,145000.0,Manual,first,diesel
Maruti Suzuki,7,210000.0,Manual,second,diesel
Hyundai,11,90000.0,Manual,first,petrol
Maruti Suzuki,12,300000.0,Manual,second,hybrid
Tata,0,4300.0,Automatic,first,hybrid/cng
Hyundai,1,28000.0,Manual,first,petrol
Maruti Suzuki,14,41258.0,Manual,second,petrol
Honda,20,130000.0,Automatic,second,hybrid/cng
Maruti Suzuki,8,62800.0,Automatic,second,petrol
Tata,8,80000.0,Manual,second,petrol
Maruti Suzuki,3,65000.0,Manual,first,hybrid/cng
Honda,6,56000.0,Automatic,second,petrol
Maruti Suzuki,6,72000.0,Automatic,first,petrol
Toyota,5,71000.0,Manual,first,diesel
Hyundai,10,47000.0,Automatic,second,petrol
Toyota,1,19000.0,Automatic,first,hybrid/cng
Hyundai,10,100000.0,Automatic,second,petrol
Maruti Suzuki,11,125000.0,Automatic,second,hybrid
Maruti Suzuki,8,88472.0,Manual,second,petrol
Honda,5,45000.0,Automatic,first,petrol
Maruti Suzuki,2,100000.0,Manual,first,hybrid/cng
Kia,2,300000.0,Automatic,first,diesel
Mahindra,7,69000.0,Automatic,first,diesel
Maruti Suzuki,6,55000.0,Manual,first,petrol
Toyota,7,92459.0,Manual,first,diesel
Maruti Suzuki,1,14000.0,Automatic,first,hybrid
Kia,2,39000.0,Manual,second,diesel
Hyundai,6,95000.0,Manual,first,diesel
Maruti Suzuki,5,73500.0,Automatic,first,petrol
Datsun,8,83100.0,Manual,second,petrol
BMW,6,88000.0,Automatic,second,diesel
Land Rover,5,55000.0,Automatic,second,diesel
Mercedes-Benz,14,42543.0,Automatic,first,petrol
Mahindra,2,14555.0,Automatic,first,diesel
Tata,1,7800.0,Automatic,first,petrol
Volkswagen,6,79000.0,Manual,first,petrol
Maruti Suzuki,9,15000.0,Automatic,second,petrol
Maruti Suzuki,5,55000.0,Automatic,first,hybrid/cng
Hyundai,13,51000.0,Manual,first,petrol
Hyundai,10,60000.0,Manual,second,hybrid/cng
Maruti Suzuki,8,13508.0,Automatic,second,petrol
Maruti Suzuki,6,73000.0,Automatic,first,petrol
Honda,10,300000.0,Manual,first,diesel
Chevrolet,15,97000.0,Manual,second,petrol
Chevrolet,12,76000.0,Manual,second,diesel
Ford,12,85000.0,Manual,second,diesel
Maruti Suzuki,6,300000.0,Automatic,second,diesel
Maruti Suzuki,6,72000.0,Automatic,first,diesel
Tata,10,86000.0,Manual,second,diesel
Maruti Suzuki,7,110000.0,Manual,first,diesel
Honda,14,80000.0,Manual,second,hybrid
Hyundai,6,87695.0,Manual,first,diesel
Maruti Suzuki,0,1600.0,Manual,first,petrol
Maruti Suzuki,2,18305.0,Manual,first,petrol
Maruti Suzuki,8,39500.0,Automatic,first,petrol
Maruti Suzuki,15,225000.0,Manual,second,petrol
Maruti Suzuki,3,39000.0,Manual,second,hybrid
Honda,8,7500.0,Manual,first,petrol
Maruti Suzuki,2,33506.0,Manual,first,petrol
Honda,13,70000.0,Automatic,second,hybrid/cng
Toyota,8,116000.0,Manual,first,diesel
Hyundai,4,40000.0,Manual,first,petrol
Tata,3,210000.0,Manual,second,petrol
Volkswagen,3,170000.0,Automatic,first,petrol
Toyota,12,95747.0,Automatic,second,petrol
Maruti Suzuki,5,41759.0,Manual,second,petrol
Maruti Suzuki,12,112.0,Manual,second,diesel
Hyundai,6,141000.0,Manual,first,petrol
Maruti Suzuki,15,56000.0,Manual,second,petrol
Mercedes-Benz,12,175000.0,Automatic,second,diesel
Tata,3,279990.0,Manual,first,petrol
Honda,2,45000.0,Manual,first,petrol
Maruti Suzuki,5,120000.0,Manual,second,hybrid
Hyundai,8,80000.0,Automatic,second,diesel
Honda,12,50000.0,Manual,second,petrol
Hyundai,3,18000.0,Automatic,first,hybrid/cng
Honda,10,86082.0,Automatic,first,petrol
Maruti Suzuki,3,35000.0,Manual,first,petrol
Hyundai,9,54000.0,Manual,first,petrol
Maruti Suzuki,6,58000.0,Automatic,first,hybrid/cng
Maruti Suzuki,2,96000.0,Manual,second,petrol
Mahindra,10,88500.0,Manual,first,diesel
Tata,13,48000.0,Manual,second,diesel
Hyundai,1,7200.0,Manual,first,petrol
Maruti Suzuki,7,130588.0,Manual,second,diesel
Tata,6,34128.0,Manual,first,petrol
Maruti Suzuki,11,37000.0,Manual,first,hybrid/cng
Jeep,7,71000.0,Manual,first,diesel
Maruti Suzuki,6,98130.0,Automatic,second,hybrid/cng
Mahindra,11,90000.0,Manual,first,diesel
Hyundai,12,300000.0,Manual,second,petrol
Honda,16,300000.0,Automatic,second,hybrid/cng
Volkswagen,10,104600.0,Manual,second,diesel
Tata,5,67321.0,Manual,first,petrol
Maruti Suzuki,2,88392.0,Manual,second,hybrid/cng
Skoda,7,30000.0,Automatic,first,petrol
Maruti Suzuki,5,41000.0,Automatic,first,hybrid
Volvo,7,60000.0,Automatic,first,diesel
Mahindra,9,140000.0,Automatic,second,diesel
Land Rover,8,76000.0,Automatic,second,diesel
Maruti Suzuki,10,62000.0,Manual,second,petrol
Mahindra,2,14555.0,Automatic,first,diesel
Maruti Suzuki,7,57000.0,Manual,first,diesel
Maruti Suzuki,6,105000.0,Automatic,second,petrol
Tata,9,93000.0,Manual,second,diesel
Hyundai,6,79000.0,Automatic,second,hybrid
Maruti Suzuki,11,120000.0,Manual,second,diesel
Honda,6,65000.0,Automatic,first,diesel
Maruti Suzuki,9,103650.0,Manual,second,petrol
Maruti Suzuki,3,53000.0,Automatic,first,hybrid/cng
Tata,13,100413.0,Manual,first,diesel
Mahindra,8,98000.0,Automatic,first,diesel
Hyundai,10,71900.0,Automatic,second,hybrid/cng
Mercedes-Benz,7,300000.0,Automatic,second,petrol
Maruti Suzuki,8,78930.0,Manual,second,petrol
Mercedes-Benz,10,64000.0,Automatic,second,diesel
Chevrolet,11,77000.0,Manual,second,hybrid/cng
Mahindra,8,100000.0,Manual,first,petrol
Hyundai,6,74000.0,Manual,first,hybrid
Maruti Suzuki,8,62000.0,Automatic,first,petrol
Maruti Suzuki,8,48231.0,Manual,first,petrol
Maruti Suzuki,6,50000.0,Automatic,second,hybrid
Tata,10,66000.0,Automatic,second,petrol
Maruti Suzuki,4,50000.0,Manual,first,petrol
Hyundai,17,65000.0,Manual,second,petrol
Toyota,13,71000.0,Automatic,second,petrol
Honda,15,102000.0,Automatic,second,petrol
Hyundai,7,85000.0,Automatic,first,petrol
Hyundai,5,31771.0,Manual,first,petrol
Hyundai,3,55000.0,Manual,first,petrol
Honda,7,110000.0,Manual,second,petrol
Hyundai,7,68000.0,Manual,second,petrol
Porsche,6,70000.0,Automatic,first,diesel
Toyota,1,20000.0,Automatic,first,hybrid
Tata,4,18231.0,Manual,first,petrol
Toyota,10,25.0,Automatic,second,hybrid
Mercedes-Benz,9,50000.0,Automatic,first,diesel
Toyota,5,25000.0,Automatic,first,diesel
Maruti Suzuki,6,61387.0,Automatic,first,petrol
Maruti Suzuki,10,92000.0,Automatic,second,hybrid
Mahindra,10,180000.0,Manual,second,diesel
Maruti Suzuki,8,38850.0,Automatic,first,petrol
Maruti Suzuki,7,300000.0,Automatic,second,petrol
Hyundai,14,95000.0,Manual,second,hybrid
Toyota,14,187000.0,Manual,second,diesel
Hyundai,12,85000.0,Manual,second,petrol
Hyundai,11,63000.0,Manual,second,petrol
Maruti Suzuki,5,38000.0,Automatic,second,petrol
Hyundai,9,38000.0,Manual,second,petrol
Hyundai,4,43000.0,Manual,second,diesel
Hyundai,15,110000.0,Manual,second,petrol
Hyundai,7,63000.0,Manual,first,petrol
Hyundai,11,67000.0,Manual,first,hybrid/cng
Hyundai,14,72000.0,Automatic,second,petrol
Mercedes-Benz,8,68000.0,Automatic,second,diesel
Toyota,7,83000.0,Automatic,second,petrol
Honda,5,42000.0,Manual,first,petrol
Hyundai,7,300000.0,Manual,first,hybrid/cng
Renault,6,83000.0,Automatic,second,diesel
Audi,12,85000.0,Automatic,second,diesel
Toyota,5,28000.0,Automatic,first,petrol
Volkswagen,9,60000.0,Manual,second,petrol
MG,5,17000.0,Automatic,first,petrol
Mercedes-Benz,11,81000.0,Automatic,second,diesel
Maruti Suzuki,14,100000.0,Manual,second,hybrid/cng
Maruti Suzuki,3,19500.0,Manual,second,petrol
Hyundai,3,12000.0,Automatic,first,petrol
Maruti Suzuki,6,52000.0,Manual,first,petrol
Kia,4,87000.0,Manual,second,diesel
Mahindra,8,87000.0,Automatic,first,diesel
Tata,5,29250.0,Manual,first,diesel
Skoda,7,138000.0,Automatic,second,diesel
Honda,17,120000.0,Automatic,second,hybrid/cng
Maruti Suzuki,6,85000.0,Manual,first,hybrid/cng
Hyundai,2,47110.0,Manual,second,diesel
Hyundai,6,21000.0,Automatic,first,petrol
Toyota,7,90000.0,Manual,second,diesel
Maruti Suzuki,6,48231.0,Automatic,first,petrol
Tata,5,61000.0,Automatic,second,hybrid/cng
Mahindra,8,111521.0,Manual,first,diesel
Tata,1,30000.0,Automatic,first,diesel
Maruti Suzuki,0,3000.0,Automatic,first,petrol
Hyundai,13,53000.0,Manual,second,petrol
Hyundai,12,59715.0,Manual,second,petrol
Hyundai,14,100000.0,Automatic,first,hybrid
Maruti Suzuki,16,83481.0,Manual,second,petrol
Hyundai,4,65000.0,Automatic,second,hybrid/cng
Toyota,3,93000.0,Automatic,first,diesel
Renault,3,37700.0,Automatic,second,petrol
Hyundai,4,42000.0,Manual,first,diesel
Maruti Suzuki,9,300000.0,Manual,first,diesel
Maruti Suzuki,2,11940.0,Automatic,first,hybrid
Toyota,4,62000.0,Manual,first,diesel
Maruti Suzuki,5,32388.0,Manual,second,petrol
Maruti Suzuki,5,50000.0,Manual,first,petrol
Maruti Suzuki,19,250000.0,Manual,second,petrol
Maruti Suzuki,4,40000.0,Manual,second,hybrid/cng
Toyota,11,77000.0,Automatic,second,hybrid/cng
Maruti Suzuki,10,81158.0,Manual,second,hybrid/cng
Maruti Suzuki,5,85000.0,Manual,first,petrol
Maruti Suzuki,7,33000.0,Manual,first,petrol
Tata,7,98623.0,Automatic,first,diesel
Skoda,16,80000.0,Manual,second,petrol
Hyundai,7,120000.0,Manual,second,diesel
Mini,10,32000.0,Automatic,second,diesel
Audi,8,77000.0,Automatic,first,diesel
Maruti Suzuki,13,153000.0,Manual,first,hybrid
Maruti Suzuki,2,58000.0,Manual,first,hybrid/cng
Maruti Suzuki,11,300000.0,Manual,second,hybrid/cng
Maruti Suzuki,7,81890.0,Manual,first,petrol
Jeep,2,65000.0,Automatic,second,petrol
Maruti Suzuki,7,78000.0,Manual,first,hybrid/cng
Ford,6,136000.0,Automatic,first,diesel
Hyundai,8,57000.0,Manual,first,petrol
Hyundai,9,78000.0,Automatic,first,diesel
Mercedes-Benz,3,57000.0,Automatic,first,diesel
Tata,6,51167.0,Automatic,first,petrol
Honda,9,80000.0,Automatic,second,petrol
Honda,3,300000.0,Automatic,second,diesel
Maruti Suzuki,10,74000.0,Manual,second,petrol
Skoda,11,65000.0,Automatic,second,petrol
Toyota,7,123000.0,Manual,second,diesel
Maruti Suzuki,10,72000.0,Automatic,second,hybrid/cng
Hyundai,1,69000.0,Manual,first,diesel
Maruti Suzuki,14,160000.0,Automatic,second,hybrid
Maruti Suzuki,1,48000.0,Manual,first,hybrid/cng
Toyota,6,90000.0,Manual,second,diesel
Honda,8,300000.0,Automatic,second,petrol
Maruti Suzuki,3,165000.0,Automatic,first,hybrid/cng
Skoda,3,57000.0,Manual,first,petrol
Tata,3,34000.0,Automatic,first,diesel
Maruti Suzuki,9,135000.0,Automatic,first,hybrid/cng
Maruti Suzuki,8,31000.0,Automatic,second,petrol
Maruti Suzuki,5,43000.0,Automatic,first,hybrid
Tata,4,85000.0,Manual,first,diesel
Audi,1,11000.0,Automatic,first,petrol
Maruti Suzuki,8,75000.0,Manual,second,hybrid
Toyota,8,190000.0,Manual,first,diesel
Maruti Suzuki,10,54000.0,Manual,second,hybrid
Maruti Suzuki,6,80000.0,Automatic,first,petrol
Hyundai,5,50000.0,Manual,first,diesel
BMW,12,69000.0,Automatic,second,diesel
Hyundai,12,51000.0,Manual,second,petrol
Tata,6,30000.0,Automatic,first,petrol
Maruti Suzuki,0,22000.0,Manual,first,petrol
Hyundai,4,47000.0,Manual,second,diesel
Hyundai,10,75000.0,Manual,second,petrol
Maruti Suzuki,10,70147.0,Manual,second,hybrid
Volkswagen,11,113000.0,Automatic,second,hybrid/cng
Mahindra,13,100000.0,Manual,second,diesel
Hyundai,8,71000.0,Manual,first,diesel
Maruti Suzuki,5,65000.0,Manual,first,petrol
Honda,6,83568.0,Manual,second,diesel
Hyundai,13,56000.0,Automatic,second,petrol
Mitsubishi,14,98000.0,Automatic,first,petrol
Mercedes-Benz,14,31300.0,Automatic,first,petrol
Audi,7,120000.0,Automatic,second,diesel
Maruti Suzuki,14,96000.0,Automatic,second,petrol
Honda,6,63000.0,Manual,first,hybrid
Mahindra,10,99000.0,Manual,second,diesel
Hyundai,6,25818.0,Automatic,first,petrol
Maruti Suzuki,10,116050.0,Automatic,second,hybrid
Maruti Suzuki,1,67000.0,Manual,first,hybrid
Skoda,14,84500.0,Manual,second,hybrid
Audi,8,44000.0,Automatic,second,diesel
Audi,6,55000.0,Automatic,second,diesel
Maruti Suzuki,8,52145.0,Manual,first,diesel
Nissan,5,35000.0,Manual,first,petrol
Mercedes-Benz,10,75000.0,Automatic,second,diesel
Jeep,7,65000.0,Manual,second,diesel
Tata,2,38400.0,Automatic,first,diesel
Maruti Suzuki,6,78000.0,Manual,first,diesel
Volvo,6,41950.0,Automatic,first,petrol
MG,3,87000.0,Automatic,first,diesel
Hyundai,7,76000.0,Automatic,first,petrol
Maruti Suzuki,7,87000.0,Manual,first,hybrid
Tata,6,50000.0,Manual,first,petrol
Honda,3,69052.0,Manual,second,petrol
BMW,4,11000.0,Automatic,second,petrol
Toyota,11,130000.0,Manual,first,diesel
Toyota,0,6000.0,Automatic,first,diesel
Honda,10,87000.0,Manual,second,petrol
Maruti Suzuki,5,53000.0,Manual,first,petrol
Tata,2,30500.0,Manual,first,hybrid
Hyundai,7,150000.0,Automatic,second,diesel
Maruti Suzuki,4,37512.0,Manual,second,petrol
Hyundai,10,80000.0,Manual,second,petrol
Maruti Suzuki,15,55000.0,Manual,first,petrol
Hyundai,10,72000.0,Automatic,second,hybrid
Tata,7,49000.0,Automatic,second,petrol
Maruti Suzuki,7,55000.0,Manual,first,petrol
Mahindra,8,107000.0,Manual,first,diesel
Maruti Suzuki,1,13000.0,Manual,first,hybrid/cng
BMW,14,25647.0,Automatic,second,petrol
Maruti Suzuki,5,80000.0,Automatic,first,hybrid/cng
Toyota,8,85000.0,Automatic,first,hybrid
Mahindra,8,82000.0,Manual,first,diesel
Honda,14,150000.0,Manual,second,petrol
Force,8,300000.0,Automatic,first,hybrid/cng
Hyundai,13,65000.0,Automatic,second,petrol
Ford,5,93585.0,Automatic,first,hybrid/cng
Toyota,15,120000.0,Automatic,second,diesel
Hyundai,5,79000.0,Manual,second,hybrid/cng
Tata,3,25000.0,Automatic,first,petrol
Tata,5,50000.0,Automatic,first,hybrid/cng
Renault,11,85000.0,Manual,second,diesel
Maruti Suzuki,6,72890.0,Automatic,first,hybrid
Hyundai,7,69000.0,Automatic,first,diesel
Volkswagen,9,92000.0,Manual,second,diesel
Honda,9,89000.0,Manual,second,hybrid/cng
MG,3,18000.0,Automatic,first,diesel
Hyundai,9,80000.0,Manual,first,hybrid/cng
Toyota,3,40000.0,Automatic,first,diesel
Honda,6,42000.0,Manual,second,diesel
Maruti Suzuki,6,85000.0,Manual,first,hybrid/cng
Tata,6,300000.0,Manual,second,petrol
Maruti Suzuki,14,74000.0,Manual,second,hybrid
Maruti Suzuki,5,60000.0,Manual,second,petrol
Mahindra,10,67000.0,Manual,first,diesel
Toyota,9,98525.0,Manual,second,diesel
Mercedes-Benz,5,59000.0,Automatic,first,petrol
Nissan,8,300000.0,Automatic,first,hybrid/cng
Maruti Suzuki,14,85000.0,Manual,first,hybrid/cng
Toyota,1,200000.0,Automatic,first,diesel
Hyundai,11,74000.0,Manual,second,hybrid/cng
Audi,7,71555.0,Automatic,second,diesel
