Brand,Age,kmDriven,Transmission,Owner,FuelType
Hyundai,15,90000.0,Manual,second,hybrid
Maruti Suzuki,1,35000.0,Manual,first,petrol
Kia,2,25000.0,Automatic,first,diesel
Hyundai,2,21000.0,Manual,first,petrol
Hyundai,3,40000.0,Manual,first,hybrid
Ford,6,69000.0,Automatic,second,petrol
Hyundai,11,90000.0,Manual,second,petrol
Maruti Suzuki,0,10700.0,Manual,first,hybrid/cng
Mahindra,6,82000.0,Automatic,second,diesel
Jeep,6,145000.0,Manual,first,diesel
Land Rover,5,42003.0,Automatic,first,diesel
Audi,7,58000.0,Automatic,first,petrol
Hyundai,7,54000.0,Automatic,first,petrol
Maruti Suzuki,5,300000.0,Manual,first,petrol
Maruti Suzuki,14,99860.0,Manual,second,diesel
Hyundai,4,52000.0,Manual,first,hybrid
Toyota,9,170477.0,Automatic,second,hybrid
Maruti Suzuki,6,62217.0,Automatic,second,hybrid
Maruti Suzuki,1,28000.0,Automatic,first,hybrid
Maruti Suzuki,10,43000.0,Automatic,second,petrol
Tata,7,105444.0,Automatic,second,petrol
Maruti Suzuki,93,88000.0,Manual,first,hybrid
Maruti Suzuki,11,73000.0,Manual,second,diesel
Maruti Suzuki,6,59000.0,Manual,second,diesel
MG,2,45000.0,Manual,first,diesel
Mahindra,5,85000.0,Manual,first,diesel
Hyundai,12,69000.0,Manual,first,hybrid
Volvo,9,155600.0,Automatic,second,diesel
Maruti Suzuki,10,50000.0,Automatic,second,petrol
Ford,8,50000.0,Manual,second,petrol
Maruti Suzuki,2,38000.0,Manual,first,hybrid/cng
Skoda,9,59000.0,Automatic,second,petrol
Maruti Suzuki,6,121331.0,Automatic,first,diesel
Maruti Suzuki,5,68000.0,Automatic,second,petrol
Honda,12,82000.0,Manual,second,hybrid
Mercedes-Benz,12,118000.0,Automatic,second,diesel
Volvo,11,56000.0,Automatic,second,diesel
Volkswagen,6,68533.0,Manual,first,petrol
Jaguar,10,89000.0,Automatic,second,diesel
Tata,14,300000.0,Manual,first,diesel
Maruti Suzuki,1,11000.0,Automatic,first,petrol
Maruti Suzuki,8,109000.0,Automatic,second,hybrid
BMW,5,38000.0,Automatic,first,diesel
BMW,10,23010.0,Automatic,first,diesel
Volkswagen,11,144000.0,Manual,second,diesel
Kia,2,77000.0,Automatic,first,diesel
Toyota,12,114000.0,Automatic,second,hybrid
Honda,7,41000.0,Manual,second,petrol
BMW,11,90000.0,Automatic,second,diesel
Mercedes-Benz,7,88927.0,Automatic,first,petrol
Volkswagen,1,25000.0,Automatic,first,petrol
Maruti Suzuki,13,79.0,Manual,second,petrol
Mercedes-Benz,8,62000.0,Automatic,first,diesel
Mercedes-Benz,4,25000.0,Automatic,first,petrol
Toyota,1,300000.0,Automatic,first,hybrid/cng
Maruti Suzuki,13,60000.0,Manual,second,petrol
Maruti Suzuki,7,23109.0,Automatic,first,hybrid/cng
Ford,6,42000.0,Manual,second,petrol
Maruti Suzuki,6,220000.0,Manual,second,petrol
Jeep,5,97500.0,Automatic,first,petrol
Hyundai,4,50400.0,Manual,second,petrol
Maruti Suzuki,13,90000.0,Manual,second,hybrid/cng
Hyundai,7,63000.0,Automatic,first,hybrid
Tata,2,16000.0,Automatic,first,petrol
Chevrolet,13,45000.0,Manual,second,petrol
Mahindra,6,20.0,Automatic,second,diesel
Toyota,13,75000.0,Automatic,first,hybrid/cng
Maruti Suzuki,8,80000.0,Manual,second,hybrid/cng
Honda,17,84521.0,Automatic,second,hybrid
Hyundai,15,28.0,Automatic,second,hybrid/cng
Maruti Suzuki,3,30.0,Automatic,first,hybrid
Maruti Suzuki,7,68000.0,Manual,second,petrol
Audi,3,22000.0,Automatic,first,petrol
Renault,5,52004.0,Manual,first,petrol
Hyundai,12,74000.0,Manual,second,hybrid/cng
Honda,16,95000.0,Automatic,second,hybrid/cng
Maruti Suzuki,24,100000.0,Manual,second,petrol
Maruti Suzuki,4,150000.0,Manual,first,hybrid
Maruti Suzuki,1,20000.0,Automatic,first,petrol
Hyundai,7,54640.0,Automatic,first,petrol
Skoda,7,100000.0,Automatic,second,diesel
Maruti Suzuki,8,124501.0,Manual,second,diesel
Audi,10,110000.0,Automatic,second,diesel
Honda,10,76000.0,Manual,second,petrol
Toyota,1,10000.0,Automatic,first,diesel
Renault,6,83000.0,Automatic,second,diesel
Mahindra,12,119000.0,Manual,second,diesel
Mahindra,11,75000.0,Manual,first,diesel
Kia,4,62000.0,Automatic,first,diesel
Maruti Suzuki,5,35000.0,Automatic,first,petrol
Hyundai,14,110000.0,Manual,first,hybrid
Honda,13,90000.0,Manual,second,hybrid
Tata,3,51000.0,Automatic,second,diesel
Renault,6,35000.0,Automatic,first,petrol
Maruti Suzuki,1,1234.0,Manual,first,hybrid/cng
Toyota,7,170000.0,Manual,first,diesel
Honda,5,35274.0,Automatic,second,petrol
Maruti Suzuki,1,13000.0,Automatic,first,petrol
Mini,5,13000.0,Automatic,first,petrol
Tata,5,22000.0,Automatic,second,petrol
Renault,11,65000.0,Manual,second,diesel
Maruti Suzuki,2,65000.0,Automatic,second,hybrid/cng
Mercedes-Benz,7,68000.0,Automatic,first,diesel
Hyundai,5,48000.0,Manual,first,hybrid
Honda,10,35000.0,Automatic,second,petrol
Nissan,10,70000.0,Automatic,second,hybrid/cng
Maruti Suzuki,8,71000.0,Manual,second,hybrid
Kia,2,24000.0,Automatic,first,diesel
Toyota,9,68000.0,Automatic,second,hybrid
Mercedes-Benz,10,77000.0,Automatic,second,diesel
Honda,3,31986.0,Manual,first,petrol
Maruti Suzuki,8,71000.0,Automatic,second,diesel
Hyundai,10,85236.0,Manual,second,diesel
Volvo,9,62000.0,Automatic,second,diesel
Maruti Suzuki,4,18000.0,Manual,first,petrol
Hyundai,6,70000.0,Manual,first,hybrid/cng
Tata,1,9000.0,Manual,first,petrol
Honda,17,97000.0,Automatic,second,hybrid/cng
Maruti Suzuki,7,295840.0,Manual,first,petrol
Mercedes-Benz,9,95000.0,Automatic,first,diesel
Honda,8,38000.0,Manual,first,diesel
Hyundai,6,35000.0,Manual,first,petrol
Maruti Suzuki,13,71772.0,Manual,first,petrol
Tata,9,69000.0,Manual,second,petrol
Renault,7,67000.0,Manual,second,petrol
Hyundai,8,62000.0,Automatic,second,hybrid/cng
Maruti Suzuki,2,91000.0,Manual,first,hybrid
Ford,6,67277.0,Automatic,second,hybrid
Honda,7,68000.0,Manual,first,petrol
Volkswagen,4,36521.0,Automatic,first,petrol
Maruti Suzuki,11,126800.0,Manual,second,petrol
Maruti Suzuki,11,110000.0,Manual,second,diesel
Hyundai,6,89360.0,Automatic,second,petrol
Volkswagen,3,59084.0,Automatic,first,petrol
Maruti Suzuki,14,76370.0,Manual,second,petrol
Hyundai,7,300000.0,Automatic,first,diesel
MG,1,15000.0,Automatic,first,petrol
Toyota,5,90000.0,Manual,first,diesel
Maruti Suzuki,10,114000.0,Manual,first,diesel
Maruti Suzuki,6,75000.0,Manual,second,diesel
Hyundai,14,100000.0,Automatic,second,hybrid
Renault,7,65000.0,Automatic,second,petrol
Toyota,9,180000.0,Automatic,second,diesel
Mahindra,6,9000.0,Manual,first,diesel
Hyundai,1,7000.0,Manual,first,petrol
Maruti Suzuki,8,100000.0,Automatic,second,hybrid/cng
Maruti Suzuki,3,81800.0,Manual,first,hybrid/cng
Honda,13,78560.0,Manual,second,hybrid
Maruti Suzuki,3,62000.0,Manual,first,hybrid/cng
Tata,8,23.0,Automatic,second,diesel
Maruti Suzuki,14,85000.0,Manual,second,petrol
Hyundai,7,43000.0,Manual,second,petrol
Maruti Suzuki,6,110000.0,Manual,second,diesel
Hyundai,3,32000.0,Automatic,first,petrol
Hyundai,9,60000.0,Automatic,second,petrol
Hyundai,3,32000.0,Manual,first,diesel
Toyota,3,50000.0,Automatic,first,diesel
MG,5,61000.0,Automatic,first,petrol
Mahindra,1,28000.0,Automatic,first,diesel
Honda,11,50000.0,Manual,second,hybrid
Tata,12,75000.0,Manual,second,hybrid/cng
Maruti Suzuki,7,94000.0,Manual,second,diesel
Nissan,14,69500.0,Automatic,second,petrol
Hyundai,16,90000.0,Manual,first,petrol
Hyundai,6,81000.0,Manual,first,diesel
Maruti Suzuki,6,29500.0,Automatic,first,petrol
Maruti Suzuki,7,57099.0,Automatic,first,hybrid/cng
Hyundai,3,41000.0,Manual,first,petrol
Skoda,1,12000.0,Automatic,first,petrol
Hyundai,16,110000.0,Manual,second,petrol
Honda,11,119000.0,Manual,second,hybrid
Mahindra,3,18000.0,Automatic,first,petrol
Mercedes-Benz,8,101000.0,Automatic,first,diesel
Tata,7,300000.0,Automatic,second,diesel
Hyundai,10,53000.0,Automatic,first,petrol
Hyundai,13,85000.0,Manual,second,petrol
Honda,16,65000.0,Automatic,second,petrol
Hyundai,9,140000.0,Manual,first,diesel
Honda,5,37100.0,Automatic,second,hybrid/cng
Honda,6,95000.0,Automatic,first,hybrid
Honda,20,80000.0,Manual,second,petrol
Mahindra,1,15000.0,Automatic,first,petrol
Maruti Suzuki,5,61000.0,Automatic,second,diesel
Maruti Suzuki,3,70000.0,Manual,first,hybrid
Maruti Suzuki,14,32000.0,Manual,second,petrol
Hyundai,16,55000.0,Manual,second,petrol
Maruti Suzuki,6,43000.0,Automatic,first,petrol
Maruti Suzuki,3,72375.0,Manual,first,hybrid/cng
Datsun,10,23000.0,Manual,second,petrol
Volkswagen,10,91851.0,Automatic,second,petrol
Toyota,0,2596.0,Manual,first,diesel
Mahindra,8,106000.0,Automatic,second,diesel
Hyundai,2,56000.0,Automatic,second,diesel
Toyota,6,115000.0,Manual,first,diesel
Maruti Suzuki,4,52000.0,Manual,first,hybrid
Hyundai,7,28000.0,Manual,first,hybrid
Hyundai,13,33000.0,Manual,second,petrol
Maruti Suzuki,9,72000.0,Automatic,first,petrol
Skoda,8,78000.0,Manual,first,diesel
Maruti Suzuki,0,200.0,Automatic,first,hybrid
Mercedes-Benz,10,78000.0,Automatic,second,diesel
Maruti Suzuki,5,75000.0,Automatic,second,petrol
Honda,12,74000.0,Automatic,second,hybrid/cng
Maruti Suzuki,6,68321.0,Manual,first,petrol
Volkswagen,7,90000.0,Automatic,first,diesel
Honda,14,51000.0,Automatic,first,hybrid/cng
Hyundai,6,35933.0,Automatic,first,petrol
Mahindra,2,9200.0,Automatic,first,petrol
Hyundai,4,55000.0,Automatic,second,petrol
Maruti Suzuki,11,72000.0,Manual,second,hybrid/cng
Maruti Suzuki,13,88000.0,Manual,first,petrol
Toyota,0,1.0,Automatic,first,hybrid
Maruti Suzuki,11,70000.0,Manual,second,petrol
Hyundai,3,23000.0,Automatic,second,petrol
Mercedes-Benz,9,70000.0,Automatic,second,diesel
Toyota,7,112000.0,Automatic,first,diesel
Honda,7,80000.0,Automatic,first,petrol
Maruti Suzuki,10,120000.0,Automatic,second,diesel
Hyundai,13,120000.0,Automatic,second,hybrid
Volkswagen,3,42000.0,Manual,second,petrol
Toyota,13,150000.0,Manual,second,diesel
Skoda,10,116000.0,Automatic,second,petrol
Audi,9,122000.0,Automatic,first,diesel
Skoda,11,54000.0,Automatic,second,petrol
Maruti Suzuki,9,88000.0,Manual,second,diesel
Maruti Suzuki,14,95000.0,Manual,second,diesel
Ford,6,32000.0,Manual,first,petrol
Mini,7,34000.0,Automatic,second,petrol
Mercedes-Benz,5,32000.0,Automatic,first,diesel
Mahindra,5,68000.0,Manual,first,diesel
Maruti Suzuki,5,44000.0,Automatic,first,hybrid/cng
Hyundai,16,74400.0,Automatic,second,hybrid
Hyundai,15,36200.0,Manual,first,petrol
Hyundai,10,82000.0,Automatic,second,hybrid
Maruti Suzuki,7,300000.0,Automatic,first,petrol
Toyota,5,34750.0,Automatic,first,petrol
Hyundai,5,39500.0,Automatic,second,hybrid/cng
Maruti Suzuki,10,75000.0,Manual,first,hybrid/cng
Mini,6,40000.0,Automatic,second,petrol
Hyundai,10,28.0,Automatic,first,hybrid/cng
Ford,9,58000.0,Manual,first,diesel
Hyundai,7,88000.0,Manual,first,hybrid
Maruti Suzuki,19,74000.0,Manual,second,petrol
Tata,1,5800.0,Automatic,first,petrol
Kia,4,50000.0,Automatic,second,diesel
Maruti Suzuki,7,300000.0,Automatic,first,hybrid/cng
Honda,15,91000.0,Automatic,second,hybrid/cng
Maruti Suzuki,14,90000.0,Automatic,first,hybrid/cng
Chevrolet,13,72000.0,Manual,second,hybrid/cng
Toyota,6,195000.0,Automatic,second,diesel
Kia,4,35000.0,Manual,first,petrol
Volkswagen,7,150000.0,Automatic,second,petrol
Honda,15,81500.0,Manual,first,petrol
Jeep,1,7000.0,Automatic,first,petrol
Honda,8,72205.0,Automatic,first,petrol
Maruti Suzuki,5,28000.0,Manual,first,hybrid
Volkswagen,7,83000.0,Automatic,first,diesel
Honda,4,23500.0,Manual,second,hybrid/cng
Maruti Suzuki,3,59000.0,Manual,second,hybrid/cng
BMW,8,47000.0,Automatic,second,diesel
Maruti Suzuki,3,120000.0,Manual,second,hybrid
Mahindra,12,133000.0,Manual,second,diesel
Datsun,8,14000.0,Manual,first,petrol
BMW,13,103000.0,Automatic,second,diesel
Renault,6,38000.0,Automatic,second,petrol
Hyundai,9,300000.0,Manual,first,petrol
Maruti Suzuki,10,53000.0,Manual,first,diesel
Mercedes-Benz,12,73595.0,Automatic,second,petrol
Toyota,8,86500.0,Automatic,second,diesel
Tata,8,43500.0,Manual,second,diesel
Hyundai,6,68000.0,Manual,first,hybrid
Audi,2,50000.0,Automatic,second,petrol
Maruti Suzuki,0,40200.0,Manual,first,hybrid
Maruti Suzuki,10,98000.0,Manual,second,petrol
Maruti Suzuki,6,58688.0,Automatic,first,hybrid
Maruti Suzuki,5,65000.0,Automatic,first,diesel
Maruti Suzuki,5,22000.0,Manual,first,petrol
Mahindra,1,20500.0,Manual,second,diesel
Hyundai,17,119000.0,Manual,second,petrol
Maruti Suzuki,6,58000.0,Manual,second,petrol
Mercedes-Benz,2,24000.0,Automatic,first,petrol
Hyundai,13,55216.0,Automatic,second,petrol
Maruti Suzuki,6,70013.0,Manual,first,diesel
Tata,6,43220.0,Automatic,first,petrol
Hyundai,13,30.0,Automatic,first,hybrid/cng
Hyundai,5,25000.0,Manual,first,diesel
Maruti Suzuki,3,82000.0,Manual,first,hybrid/cng
Toyota,8,80000.0,Manual,second,hybrid
Chevrolet,13,300000.0,Manual,second,hybrid/cng
Renault,1,13600.0,Automatic,second,petrol
Hyundai,11,59000.0,Manual,second,petrol
Maruti Suzuki,5,67999.0,Manual,first,hybrid/cng
Maruti Suzuki,8,57000.0,Automatic,second,hybrid/cng
Hyundai,6,200000.0,Automatic,first,hybrid/cng
Maruti Suzuki,4,78000.0,Manual,first,hybrid
Toyota,5,47000.0,Manual,first,petrol
Honda,9,67000.0,Automatic,second,hybrid/cng
Maruti Suzuki,12,104000.0,Manual,second,diesel
Maruti Suzuki,7,300000.0,Automatic,first,petrol
Mahindra,7,45000.0,Automatic,first,diesel
Ford,7,81235.0,Manual,second,diesel
Toyota,12,120000.0,Manual,second,diesel
Maruti Suzuki,8,4286.0,Manual,second,hybrid/cng
Hyundai,13,300000.0,Automatic,first,petrol
Mercedes-Benz,7,57000.0,Automatic,second,diesel
BMW,14,150000.0,Automatic,second,diesel
Toyota,8,75000.0,Manual,first,diesel
Hyundai,8,37000.0,Manual,second,petrol
Audi,10,77000.0,Automatic,second,diesel
Hyundai,7,14000.0,Manual,second,hybrid
Maruti Suzuki,6,32000.0,Manual,second,petrol
Maruti Suzuki,7,25122.0,Manual,first,petrol
Honda,7,60000.0,Automatic,second,petrol
Maruti Suzuki,19,70000.0,Manual,second,hybrid
Honda,14,59000.0,Automatic,second,petrol
Lexus,6,132000.0,Automatic,first,hybrid
Hyundai,7,300000.0,Manual,second,petrol
Jeep,6,75000.0,Manual,second,diesel
Mahindra,2,42000.0,Manual,first,diesel
Maruti Suzuki,7,113000.0,Manual,second,diesel
Audi,9,78000.0,Automatic,second,diesel
Hyundai,14,57000.0,Automatic,second,hybrid
Datsun,5,70000.0,Automatic,second,petrol
Renault,3,46608.0,Automatic,first,petrol
Mercedes-Benz,5,300000.0,Automatic,first,diesel
Toyota,7,57500.0,Automatic,first,diesel
Maruti Suzuki,15,62000.0,Manual,second,petrol
Hyundai,3,36046.0,Automatic,first,petrol
Hyundai,9,45253.0,Manual,second,hybrid
Maruti Suzuki,9,34.0,Automatic,second,hybrid
Honda,6,81000.0,Automatic,first,petrol
Maruti Suzuki,9,77000.0,Automatic,second,petrol
Hyundai,0,11000.0,Automatic,first,petrol
Hyundai,13,128000.0,Automatic,second,hybrid
Maruti Suzuki,8,300000.0,Manual,second,petrol
Maruti Suzuki,1,5000.0,Automatic,first,hybrid/cng
Maruti Suzuki,10,65000.0,Manual,second,petrol
Maruti Suzuki,8,40000.0,Manual,first,hybrid
Hyundai,14,55000.0,Automatic,second,hybrid/cng
Maruti Suzuki,13,54001.0,Manual,first,hybrid/cng
Toyota,0,1600.0,Automatic,first,petrol
Maruti Suzuki,12,85000.0,Manual,second,petrol
Audi,12,88000.0,Automatic,first,diesel
Hyundai,7,95000.0,Manual,second,petrol
Honda,8,74000.0,Automatic,second,petrol
Fiat,12,65000.0,Manual,second,diesel
Toyota,2,35000.0,Automatic,first,diesel
Volkswagen,9,74000.0,Automatic,first,diesel
Hyundai,6,82000.0,Automatic,first,diesel
BMW,1,3500.0,Automatic,first,petrol
Hyundai,3,88000.0,Manual,first,hybrid/cng
Mitsubishi,9,80000.0,Automatic,second,diesel
Maruti Suzuki,10,63000.0,Manual,second,hybrid
Maruti Suzuki,4,25000.0,Manual,first,petrol
Maruti Suzuki,7,85000.0,Automatic,first,petrol
Maruti Suzuki,12,90000.0,Automatic,second,diesel
Maruti Suzuki,7,50000.0,Manual,first,diesel
Hyundai,12,50400.0,Manual,first,petrol
BMW,7,92000.0,Automatic,second,diesel
Toyota,5,112500.0,Manual,second,diesel
Tata,6,62000.0,Automatic,first,hybrid
Tata,10,80000.0,Manual,second,diesel
Volkswagen,5,72000.0,Manual,first,petrol
Maruti Suzuki,7,30000.0,Manual,first,petrol
Toyota,15,120000.0,Manual,second,hybrid/cng
Maruti Suzuki,6,150000.0,Automatic,first,hybrid/cng
Toyota,3,300000.0,Automatic,first,diesel
Hyundai,6,35000.0,Automatic,first,hybrid/cng
Honda,16,72000.0,Automatic,first,hybrid
Maruti Suzuki,6,54000.0,Manual,first,diesel
Maruti Suzuki,8,83000.0,Automatic,first,petrol
Hyundai,5,110000.0,Automatic,first,diesel
Hyundai,14,78500.0,Manual,second,petrol
Mercedes-Benz,8,78000.0,Automatic,second,petrol
Honda,6,77000.0,Manual,first,hybrid
Audi,4,38000.0,Automatic,first,petrol
Maruti Suzuki,6,25000.0,Automatic,first,diesel
Mercedes-Benz,10,79000.0,Automatic,second,diesel
Hyundai,9,54000.0,Automatic,first,hybrid/cng
Honda,6,56000.0,Manual,first,hybrid
Toyota,6,50200.0,Automatic,second,diesel
Maruti Suzuki,6,72000.0,Manual,first,diesel
Maruti Suzuki,2,26080.0,Manual,first,petrol
Hyundai,8,89000.0,Automatic,second,hybrid
Maruti Suzuki,9,52000.0,Manual,second,petrol
Toyota,1,49000.0,Manual,first,hybrid/cng
Skoda,2,85000.0,Automatic,first,petrol
Maruti Suzuki,18,66711.0,Manual,second,petrol
Hyundai,11,26000.0,Automatic,first,petrol
Maruti Suzuki,7,133000.0,Manual,second,diesel
Maruti Suzuki,14,240000.0,Manual,second,diesel
Kia,4,79000.0,Automatic,first,diesel
Maruti Suzuki,12,35.0,Automatic,second,hybrid/cng
Porsche,8,48000.0,Automatic,second,diesel
Ford,8,89000.0,Manual,first,diesel
Hyundai,5,94000.0,Automatic,first,diesel
Toyota,12,45000.0,Automatic,first,petrol
BMW,8,80000.0,Automatic,second,diesel
Maruti Suzuki,4,17000.0,Manual,first,petrol
Maruti Suzuki,12,58000.0,Automatic,second,petrol
Maruti Suzuki,2,11000.0,Automatic,second,petrol
Maruti Suzuki,0,8254.0,Manual,first,petrol
Maruti Suzuki,2,28850.0,Manual,first,petrol
MG,1,42500.0,Automatic,first,petrol
Hyundai,7,56000.0,Manual,second,petrol
Audi,15,119000.0,Automatic,second,diesel
Mercedes-Benz,12,73000.0,Automatic,second,diesel
Land Rover,3,32422.0,Automatic,second,petrol
Nissan,7,18000.0,Manual,first,petrol
Volkswagen,10,300000.0,Automatic,first,petrol
Maruti Suzuki,11,41000.0,Automatic,first,hybrid/cng
Tata,4,32000.0,Manual,first,hybrid/cng
Honda,19,105000.0,Manual,second,petrol
Nissan,3,35000.0,Manual,first,petrol
Hyundai,11,90000.0,Manual,second,diesel
Maruti Suzuki,5,64000.0,Automatic,second,hybrid
Mercedes-Benz,10,300000.0,Automatic,second,diesel
Tata,8,62000.0,Manual,first,petrol
Maruti Suzuki,6,65000.0,Automatic,second,hybrid
Hyundai,12,85000.0,Manual,second,petrol
Maruti Suzuki,5,1022.0,Automatic,second,hybrid
Mahindra,6,87000.0,Manual,first,diesel
Toyota,11,82000.0,Automatic,second,hybrid
Maruti Suzuki,7,57000.0,Automatic,first,diesel
Toyota,14,181000.0,Automatic,second,petrol
Jeep,6,86000.0,Manual,second,diesel
Maruti Suzuki,5,55000.0,Automatic,first,hybrid/cng
Hyundai,4,62370.0,Automatic,second,hybrid/cng
Maruti Suzuki,12,93000.0,Automatic,second,hybrid
BMW,6,99000.0,Automatic,first,diesel
Maruti Suzuki,7,300000.0,Manual,second,diesel
Chevrolet,9,170000.0,Manual,first,diesel
Mahindra,1,26000.0,Manual,first,diesel
Audi,9,82233.0,Automatic,first,diesel
Toyota,10,108000.0,Automatic,first,petrol
Maruti Suzuki,6,66000.0,Automatic,second,hybrid/cng
Skoda,6,78000.0,Automatic,second,diesel
Hyundai,11,60000.0,Manual,second,petrol
Maruti Suzuki,15,65000.0,Automatic,second,hybrid/cng
Maruti Suzuki,11,76000.0,Manual,second,petrol
Kia,4,109000.0,Manual,first,diesel
Honda,17,115000.0,Manual,second,petrol
Ford,6,44552.0,Manual,first,hybrid
Hyundai,4,66000.0,Manual,first,hybrid
Toyota,6,146000.0,Manual,second,diesel
Audi,10,65000.0,Automatic,second,diesel
Hyundai,13,95000.0,Automatic,second,hybrid
Kia,3,20200.0,Automatic,first,petrol
Hyundai,1,15000.0,Automatic,first,petrol
Toyota,6,87600.0,Manual,second,diesel
Hyundai,2,38000.0,Manual,first,petrol
Maruti Suzuki,12,80000.0,Manual,second,hybrid
Maruti Suzuki,2,160000.0,Manual,first,petrol
Tata,5,56000.0,Automatic,second,petrol
Mahindra,9,93000.0,Manual,second,diesel
Audi,2,14000.0,Automatic,first,petrol
Maruti Suzuki,8,69000.0,Automatic,first,petrol
Honda,9,94000.0,Manual,first,petrol
Hyundai,4,23000.0,Manual,first,petrol
Maruti Suzuki,4,63000.0,Manual,first,petrol
Maruti Suzuki,6,70000.0,Automatic,first,petrol
Honda,5,45000.0,Automatic,second,petrol
Tata,1,4500.0,Manual,first,hybrid
Maruti Suzuki,4,55000.0,Manual,first,petrol
Jeep,6,62200.0,Automatic,second,petrol
Maruti Suzuki,8,60000.0,Automatic,first,petrol
Tata,2,10000.0,Automatic,first,petrol
Maruti Suzuki,14,71568.0,Automatic,second,petrol
Hyundai,6,81000.0,Automatic,second,petrol
Kia,1,23000.0,Automatic,first,diesel
Maruti Suzuki,4,33000.0,Manual,first,hybrid
Honda,10,58000.0,Automatic,first,hybrid
Ford,14,130000.0,Automatic,second,diesel
Tata,2,11400.0,Manual,first,petrol
Honda,14,92000.0,Manual,first,hybrid/cng
Honda,12,82000.0,Automatic,second,petrol
Maruti Suzuki,6,54121.0,Manual,first,petrol
Hyundai,7,98000.0,Manual,first,diesel
Maruti Suzuki,0,15000.0,Manual,first,hybrid
Maruti Suzuki,3,63500.0,Manual,first,petrol
Hyundai,12,149175.0,Manual,second,diesel
Honda,10,76800.0,Manual,second,diesel
Honda,17,105000.0,Automatic,second,petrol
Toyota,5,130000.0,Manual,first,diesel
Toyota,13,84000.0,Manual,second,diesel
Maruti Suzuki,2,39000.0,Manual,first,hybrid
Renault,10,128000.0,Manual,second,diesel
Maruti Suzuki,8,95200.0,Manual,second,hybrid
Maruti Suzuki,10,98000.0,Manual,second,petrol
Tata,2,31000.0,Automatic,second,diesel
Maruti Suzuki,3,81000.0,Manual,first,hybrid/cng
Maruti Suzuki,11,68554.0,Manual,second,diesel
Hyundai,9,69000.0,Manual,second,petrol
Bentley,7,22000.0,Automatic,first,petrol
Maruti Suzuki,9,55049.0,Manual,first,petrol
Maruti Suzuki,7,58000.0,Automatic,first,petrol
Toyota,15,75000.0,Manual,second,hybrid
BMW,12,135000.0,Automatic,first,diesel
Skoda,9,104007.0,Automatic,second,diesel
Toyota,1,300000.0,Automatic,first,diesel
Renault,3,17500.0,Automatic,first,petrol
Maruti Suzuki,11,80000.0,Manual,first,hybrid/cng
Toyota,6,116000.0,Automatic,first,diesel
Maruti Suzuki,6,46000.0,Automatic,first,petrol
