Brand,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,AskPrice_Log
Honda,6,29295.0,Automatic,second,petrol,530000,13.180634172318978
Honda,9,63007.0,Manual,first,petrol,650000,13.384729180332174
Maruti Suzuki,10,61000.0,Automatic,first,petrol,380000,12.847929163278053
Mercedes-Benz,6,45000.0,Automatic,second,diesel,6999999,15.761420707019587
Maruti Suzuki,6,89124.0,Automatic,second,petrol,485000,13.091906231773164
Hyundai,12,76000.0,Manual,second,hybrid/cng,190000,12.154784614286667
Hyundai,12,83000.0,Manual,second,petrol,149000,11.91170829631447
Hyundai,10,73000.0,Manual,second,petrol,530000,13.180634172318978
Maruti Suzuki,8,91000.0,Manual,second,hybrid/cng,421000,12.95039048795861
Toyota,7,46868.0,Automatic,second,petrol,724999,13.493926933836812
Mahindra,7,71000.0,Manual,second,diesel,870000,13.676249640055394
Maruti Suzuki,6,62000.0,Automatic,second,petrol,615000,13.329379172803593
Hyundai,15,28.0,Automatic,second,hybrid/cng,105000,11.561725152903833
Mercedes-Benz,10,80000.0,Automatic,second,diesel,1395000,14.148405690083225
Maruti Suzuki,10,92000.0,Manual,first,hybrid/cng,295000,12.59473402514672
Maruti Suzuki,10,79000.0,Manual,second,hybrid/cng,325000,12.691583538230217
Mitsubishi,9,80000.0,Automatic,second,diesel,1340000,14.108180918195472
Toyota,2,34000.0,Automatic,first,diesel,4400000,15.29711532616119
Mahindra,4,153058.0,Manual,first,diesel,995000,13.81049902116535
Tata,4,69000.0,Manual,first,hybrid/cng,675000,13.42246945133505
Hyundai,5,44500.0,Automatic,second,hybrid/cng,820000,13.617060838751888
Jaguar,10,74000.0,Automatic,first,diesel,2250000,14.626441218624949
Volkswagen,5,40000.0,Manual,first,petrol,765000,13.547632419997361
Toyota,9,111000.0,Manual,second,diesel,750000,13.527829818844937
Renault,3,70000.0,Manual,first,petrol,615000,13.329379172803593
Chevrolet,7,64000.0,Automatic,second,diesel,585000,13.279368835614243
Honda,5,42000.0,Manual,second,hybrid/cng,555000,13.22672519452875
Maruti Suzuki,9,60000.0,Automatic,second,hybrid/cng,325000,12.691583538230217
Honda,3,31000.0,Automatic,second,petrol,840000,13.641158361294979
Tata,1,27000.0,Automatic,first,hybrid/cng,670000,13.415034483903348
Maruti Suzuki,4,120000.0,Manual,second,hybrid/cng,875000,13.681980308196241
Tata,3,47000.0,Automatic,first,diesel,1175000,13.976779556623864
Hyundai,13,30.0,Automatic,first,hybrid/cng,195000,12.180759965737863
Honda,10,90000.0,Manual,second,diesel,515000,13.151924121391561
Hyundai,3,55000.0,Manual,first,hybrid/cng,621000,13.339087971220277
Mercedes-Benz,9,300000.0,Automatic,first,diesel,1651000,14.316892328595602
Hyundai,15,50000.0,Automatic,first,hybrid/cng,35000,10.463131911491967
Maruti Suzuki,13,20.0,Automatic,second,petrol,150000,11.918397239722838
Renault,3,40000.0,Automatic,first,petrol,625000,13.345508528717259
Toyota,6,133000.0,Automatic,first,diesel,1650000,14.316286451937186
Maruti Suzuki,4,80000.0,Automatic,first,hybrid/cng,560000,13.235693848424024
Hyundai,10,70000.0,Automatic,first,petrol,390000,12.873904582205107
Ford,5,63988.0,Automatic,first,diesel,3100000,14.946912992035967
Volkswagen,11,300000.0,Automatic,first,petrol,440000,12.994532278619134
Audi,7,300000.0,Automatic,second,diesel,2950000,14.897316067298997
Hyundai,8,65000.0,Automatic,first,petrol,695000,13.451668563394815
Toyota,17,80000.0,Automatic,first,hybrid/cng,165000,12.013706813470414
Maruti Suzuki,11,80000.0,Manual,first,hybrid/cng,245000,12.409017571151187
Tata,8,80000.0,Manual,second,petrol,125000,11.736077016252437
Mercedes-Benz,5,33500.0,Automatic,first,diesel,1850000,14.430696737594902
Honda,14,96000.0,Automatic,second,hybrid/cng,275000,12.524530013005734
Maruti Suzuki,12,74000.0,Manual,first,petrol,320000,12.676079399771027
Hyundai,10,107000.0,Manual,second,diesel,400000,12.899222326086994
Ssangyong,11,85000.0,Automatic,second,diesel,575000,13.26212705890841
Maruti Suzuki,5,98250.0,Manual,second,diesel,550000,13.217675375388819
Honda,3,69052.0,Manual,second,petrol,577000,13.265599278590988
Renault,4,69000.0,Manual,second,hybrid/cng,475000,13.07107218827772
Maruti Suzuki,6,70150.0,Automatic,second,hybrid/cng,281111,12.546508445417821
Hyundai,1,21000.0,Automatic,first,petrol,1699999,14.346138809026444
Toyota,14,140000.0,Manual,second,diesel,773000,13.558035621229783
Tata,2,65000.0,Automatic,first,hybrid/cng,498000,13.118357364036902
Maruti Suzuki,14,80000.0,Manual,second,hybrid/cng,125000,11.736077016252437
Maruti Suzuki,4,62000.0,Manual,first,hybrid/cng,410000,12.923914877701906
Maruti Suzuki,13,90401.0,Manual,second,petrol,330000,12.706850963741102
Kia,1,20600.0,Manual,first,diesel,1250000,14.038654909278163
Mahindra,7,300000.0,Manual,first,diesel,885000,13.69334405393293
Maruti Suzuki,12,128835.0,Manual,first,petrol,155000,11.951186847493476
Honda,6,83000.0,Manual,first,petrol,670000,13.415034483903348
Volkswagen,8,152000.0,Manual,second,diesel,499999,13.122363377404328
Hyundai,13,100000.0,Manual,second,diesel,295000,12.59473402514672
Hyundai,13,56000.0,Manual,first,petrol,175000,12.07254696717504
Hyundai,8,59000.0,Automatic,second,petrol,279000,12.53897064502647
Toyota,9,295000.0,Manual,first,diesel,1330000,14.100690252077353
Volkswagen,7,68000.0,Automatic,first,diesel,1499999,14.22097566607244
Fiat,12,90000.0,Manual,second,petrol,135000,11.813037464800539
Mahindra,7,78197.0,Manual,first,diesel,950000,13.76421831620775
Toyota,15,75000.0,Automatic,second,hybrid/cng,450000,13.017005083966255
Chevrolet,14,75000.0,Manual,second,diesel,290000,12.577639650232573
Mahindra,3,65000.0,Manual,second,diesel,875000,13.681980308196241
Tata,13,48000.0,Manual,second,diesel,95000,11.461642696843066
Hyundai,7,300000.0,Manual,second,hybrid/cng,450000,13.017005083966255
Hyundai,1,22000.0,Manual,first,petrol,775000,13.560619598657233
Volvo,7,98000.0,Automatic,second,diesel,3000000,14.914123179965662
Jeep,2,39000.0,Automatic,first,petrol,5800000,15.573368647930426
Maruti Suzuki,2,80000.0,Automatic,second,hybrid/cng,1125000,13.933294482509151
Mahindra,4,76108.0,Automatic,first,diesel,1345000,14.111905314512224
Hyundai,3,89500.0,Automatic,second,hybrid/cng,551521,13.220437008085863
Maruti Suzuki,6,90000.0,Manual,first,diesel,525000,13.171155446333852
BMW,4,60000.0,Automatic,first,diesel,6891000,15.745726915456153
Maruti Suzuki,10,106000.0,Manual,second,hybrid/cng,280000,12.54254845357358
Hyundai,6,70000.0,Automatic,first,diesel,949999,13.764217263576723
Mahindra,2,7000.0,Automatic,first,diesel,1620000,14.297937324492327
Hyundai,6,10000.0,Manual,second,petrol,421000,12.95039048795861
Maruti Suzuki,8,86000.0,Manual,first,hybrid/cng,230000,12.345838935721968
Hyundai,13,65000.0,Manual,first,hybrid/cng,240000,12.388398368982115
Maruti Suzuki,3,22000.0,Manual,first,petrol,660000,13.399996629152975
Volkswagen,6,85400.0,Automatic,first,diesel,470000,13.060490101343552
Tata,7,82010.0,Manual,second,hybrid/cng,370000,12.821260987319457
Jeep,5,59000.0,Automatic,second,petrol,1350000,14.115615891155079
Maruti Suzuki,10,75666.0,Manual,second,hybrid/cng,590000,13.28787951079572
Maruti Suzuki,4,63000.0,Manual,second,hybrid/cng,475000,13.07107218827772
Mahindra,8,107000.0,Manual,first,diesel,420000,12.948012371209098
Maruti Suzuki,3,37000.0,Automatic,first,hybrid/cng,430000,12.971542813248437
Maruti Suzuki,2,88392.0,Manual,second,hybrid/cng,920000,13.732130035981154
Maruti Suzuki,6,91000.0,Automatic,first,diesel,660000,13.399996629152975
Maruti Suzuki,9,114000.0,Automatic,second,petrol,375000,12.834683971615659
Mercedes-Benz,13,68000.0,Automatic,second,petrol,900000,13.710151153416941
Maruti Suzuki,12,84000.0,Manual,first,hybrid/cng,270000,12.506180941677357
Toyota,10,90220.0,Automatic,first,diesel,1099999,13.9108207377686
Audi,12,1.0,Automatic,second,diesel,1075000,13.887832149776026
Maruti Suzuki,13,106000.0,Automatic,first,hybrid/cng,160000,11.982935344196433
Mercedes-Benz,11,68000.0,Automatic,second,petrol,1275000,14.058457520888082
Volkswagen,9,40200.0,Manual,first,petrol,499000,13.120363378739663
Hyundai,8,90500.0,Automatic,first,diesel,799999,13.592367006650065
Maruti Suzuki,16,86000.0,Manual,second,hybrid/cng,145000,11.884495917930655
Maruti Suzuki,6,67000.0,Automatic,second,petrol,525000,13.171155446333852
Maruti Suzuki,8,67000.0,Manual,first,petrol,449000,13.014780393893403
Ford,5,40860.0,Automatic,first,hybrid/cng,775000,13.560619598657233
Volkswagen,12,90000.0,Manual,first,petrol,290000,12.577639650232573
Maruti Suzuki,5,81520.0,Automatic,first,hybrid/cng,360000,12.793862088206213
Hyundai,5,52000.0,Manual,second,hybrid/cng,695000,13.451668563394815
Hyundai,11,68000.0,Manual,second,hybrid/cng,379000,12.84529412258351
Mercedes-Benz,8,300000.0,Automatic,first,petrol,2900000,14.88022163978423
Honda,12,60000.0,Automatic,second,hybrid/cng,321000,12.679199517372098
Maruti Suzuki,1,30000.0,Manual,first,hybrid/cng,765000,13.547632419997361
Volkswagen,11,65000.0,Automatic,first,petrol,349000,12.762830066509972
Maruti Suzuki,7,93000.0,Manual,second,diesel,600000,13.304686600863562
Tata,6,190000.0,Manual,first,diesel,250000,12.429220196836383
Mercedes-Benz,16,300000.0,Automatic,second,diesel,1000000,13.815511557963774
Maruti Suzuki,1,35000.0,Automatic,second,hybrid/cng,510000,13.1421679654829
Maruti Suzuki,7,84127.0,Manual,first,petrol,375000,12.834683971615659
Honda,5,37000.0,Automatic,second,petrol,935000,13.74830287778897
Renault,7,58000.0,Manual,first,diesel,555000,13.22672519452875
Tata,4,61000.0,Automatic,first,hybrid/cng,561000,13.237477967034438
Maruti Suzuki,11,70000.0,Manual,second,petrol,220000,12.301387370778713
Maruti Suzuki,22,51000.0,Manual,first,petrol,78000,11.264476926102367
Mahindra,27,225897.0,Manual,second,diesel,190000,12.154784614286667
Nissan,2,17000.0,Manual,first,petrol,745000,13.521140839642674
Maruti Suzuki,9,72000.0,Automatic,second,petrol,367000,12.813119851828635
Tata,14,82000.0,Manual,first,diesel,135000,11.813037464800539
Hyundai,3,20121.0,Manual,second,petrol,665000,13.407543823396258
Maruti Suzuki,5,95000.0,Automatic,first,hybrid/cng,430000,12.971542813248437
Toyota,9,168000.0,Manual,first,diesel,1551000,14.254411086903794
Mahindra,3,17000.0,Manual,second,petrol,925000,13.73755009757506
Maruti Suzuki,1,62000.0,Manual,first,hybrid/cng,1260000,14.04662307257814
Maruti Suzuki,4,47000.0,Automatic,first,hybrid/cng,995000,13.81049902116535
Mahindra,6,48248.0,Manual,second,diesel,750000,13.527829818844937
Mahindra,2,42000.0,Manual,first,diesel,905000,13.715691327653829
Honda,9,71800.0,Manual,second,hybrid/cng,470000,13.060490101343552
Maruti Suzuki,9,85000.0,Manual,second,petrol,298000,12.604852121186608
Maruti Suzuki,11,41000.0,Automatic,first,hybrid/cng,385000,12.861001210669146
Renault,11,86000.0,Manual,second,diesel,225000,12.323860125621126
Maruti Suzuki,7,64000.0,Automatic,second,hybrid/cng,390000,12.873904582205107
Maruti Suzuki,14,150549.0,Manual,first,diesel,380000,12.847929163278053
Honda,10,65000.0,Automatic,first,petrol,380000,12.847929163278053
Honda,7,45000.0,Automatic,second,petrol,775000,13.560619598657233
Maruti Suzuki,9,45000.0,Manual,first,hybrid/cng,345000,12.75130259456002
Maruti Suzuki,2,56000.0,Automatic,first,hybrid/cng,500000,13.122365377402328
Maruti Suzuki,3,50000.0,Automatic,second,petrol,480000,13.081543466215237
Maruti Suzuki,5,68738.0,Manual,first,hybrid/cng,900000,13.710151153416941
Maruti Suzuki,8,75000.0,Automatic,second,hybrid/cng,200000,12.206077645517674
Mahindra,11,300000.0,Automatic,second,diesel,575000,13.26212705890841
Maruti Suzuki,9,56800.0,Manual,second,hybrid/cng,699999,13.458835614025542
BMW,11,54000.0,Automatic,first,diesel,1100000,13.910821646859095
Toyota,16,55000.0,Automatic,second,petrol,295000,12.59473402514672
Maruti Suzuki,8,59521.0,Manual,first,petrol,245000,12.409017571151187
Hyundai,13,100000.0,Manual,second,hybrid/cng,125000,11.736077016252437
Ford,5,126353.0,Manual,second,diesel,780000,13.567050480716235
Hyundai,4,48298.0,Automatic,second,petrol,945000,13.758941264676379
Maruti Suzuki,6,27000.0,Automatic,first,petrol,365000,12.807655372286902
Hyundai,7,58212.0,Automatic,first,diesel,825000,13.623139877437296
Maruti Suzuki,7,59000.0,Manual,second,hybrid/cng,320000,12.676079399771027
Maruti Suzuki,6,180000.0,Automatic,first,hybrid/cng,351000,12.768544351446794
Mercedes-Benz,7,60000.0,Automatic,first,diesel,2250000,14.626441218624949
Tata,2,43000.0,Manual,first,hybrid/cng,695000,13.451668563394815
Maruti Suzuki,5,49000.0,Manual,second,hybrid/cng,450000,13.017005083966255
Mahindra,11,57450.0,Manual,first,diesel,385000,12.861001210669146
Maruti Suzuki,11,808.0,Automatic,second,hybrid/cng,240000,12.388398368982115
Maruti Suzuki,13,79.0,Manual,second,petrol,275000,12.524530013005734
Lexus,2,80000.0,Automatic,first,hybrid/cng,6700000,15.717618233614914
Lexus,2,30000.0,Automatic,first,petrol,6000000,15.607270193858982
Tata,8,72000.0,Manual,second,hybrid/cng,200000,12.206077645517674
Mahindra,9,300000.0,Automatic,first,diesel,575000,13.26212705890841
Maruti Suzuki,1,32000.0,Manual,first,hybrid/cng,1171000,13.973369496550454
Maruti Suzuki,3,42000.0,Manual,first,hybrid/cng,515000,13.151924121391561
Maruti Suzuki,10,86000.0,Manual,second,hybrid/cng,335000,12.721888795877375
Hyundai,8,230000.0,Manual,first,petrol,270000,12.506180941677357
Hyundai,12,77000.0,Manual,first,petrol,390000,12.873904582205107
Volvo,12,45000.0,Automatic,second,diesel,1300000,14.077875591662238
Hyundai,5,75000.0,Manual,first,hybrid/cng,595000,13.296318365198623
Maruti Suzuki,5,70737.0,Automatic,second,diesel,811000,13.606024566142413
Maruti Suzuki,9,71455.0,Manual,first,hybrid/cng,365000,12.807655372286902
Mercedes-Benz,5,40000.0,Automatic,second,diesel,2000000,14.508658238524095
Mahindra,6,71000.0,Manual,first,diesel,945000,13.758941264676379
Hyundai,14,18.0,Automatic,second,hybrid/cng,105000,11.561725152903833
Jeep,6,300000.0,Manual,first,diesel,980000,13.795308871054397
Honda,11,90000.0,Manual,first,petrol,375000,12.834683971615659
Audi,11,125000.0,Automatic,second,diesel,900000,13.710151153416941
Honda,6,42000.0,Manual,second,diesel,375000,12.834683971615659
Honda,6,77000.0,Manual,first,diesel,550000,13.217675375388819
Maruti Suzuki,5,68000.0,Automatic,second,petrol,425000,12.959846800844963
Land Rover,5,97000.0,Automatic,second,diesel,3000000,14.914123179965662
BMW,2,11000.0,Automatic,first,petrol,6700000,15.717618233614914
Maruti Suzuki,6,77738.0,Manual,second,hybrid/cng,490000,13.102162710901053
Maruti Suzuki,5,106000.0,Manual,first,diesel,580000,13.270785106659046
Kia,3,81236.0,Automatic,first,petrol,970000,13.785052381406869
Hyundai,8,71000.0,Manual,first,hybrid/cng,690000,13.444448325847754
Maruti Suzuki,9,90000.0,Automatic,second,hybrid/cng,275000,12.524530013005734
Maruti Suzuki,7,102000.0,Manual,second,petrol,540000,13.199326270390594
BMW,12,80000.0,Automatic,second,diesel,650000,13.384729180332174
Maruti Suzuki,11,98000.0,Manual,first,diesel,385000,12.861001210669146
Jaguar,3,19000.0,Automatic,first,petrol,6175000,15.636019602421621
Volkswagen,6,93173.0,Automatic,first,diesel,1950000,14.48334044336031
Honda,21,102300.0,Manual,second,petrol,125000,11.736077016252437
Force,8,300000.0,Automatic,first,hybrid/cng,560000,13.235693848424024
Ford,7,144000.0,Automatic,first,diesel,2200000,14.603968372873895
Honda,11,81000.0,Automatic,first,hybrid/cng,320000,12.676079399771027
Maruti Suzuki,5,71000.0,Manual,second,hybrid/cng,450000,13.017005083966255
Toyota,14,288000.0,Manual,second,diesel,699000,13.457407451830088
Tata,13,29.0,Automatic,second,petrol,45000,10.714439990727769
Maruti Suzuki,9,72147.0,Automatic,second,hybrid/cng,210000,12.25486757159303
Toyota,11,125000.0,Manual,second,diesel,1075000,13.887832149776026
Maruti Suzuki,4,65846.0,Manual,first,hybrid/cng,870000,13.676249640055394
Maruti Suzuki,6,36000.0,Automatic,first,petrol,665000,13.407543823396258
Maruti Suzuki,7,35000.0,Automatic,first,hybrid/cng,450000,13.017005083966255
Land Rover,5,28000.0,Automatic,first,petrol,4375000,15.291417306345254
Honda,10,76000.0,Manual,second,hybrid/cng,233000,12.358798024384122
Ford,16,158000.0,Automatic,second,petrol,120000,11.695255355062795
Mahindra,1,250000.0,Automatic,first,petrol,2275000,14.637491049927531
Maruti Suzuki,2,40000.0,Automatic,first,petrol,775000,13.560619598657233
Honda,8,141000.0,Manual,second,diesel,610000,13.321215875492413
Mahindra,12,220000.0,Manual,second,diesel,240000,12.388398368982115
Skoda,14,82000.0,Manual,first,diesel,475000,13.07107218827772
Hyundai,8,300000.0,Manual,first,hybrid/cng,435000,12.983103608918753
Honda,10,67000.0,Automatic,first,petrol,290000,12.577639650232573
Maruti Suzuki,12,95000.0,Manual,second,hybrid/cng,225000,12.323860125621126
Mahindra,3,70000.0,Manual,first,diesel,1350000,14.115615891155079
Hyundai,12,46000.0,Manual,second,petrol,321000,12.679199517372098
Renault,4,52000.0,Automatic,first,hybrid/cng,350000,12.765691290604371
Tata,4,70716.0,Manual,first,petrol,490000,13.102162710901053
Audi,6,55000.0,Automatic,second,diesel,1400000,14.151983508870947
Maruti Suzuki,7,75000.0,Manual,first,hybrid/cng,580000,13.270785106659046
Kia,2,25000.0,Automatic,second,diesel,3599000,15.09616686491609
Maruti Suzuki,4,46000.0,Manual,first,petrol,365000,12.807655372286902
Lexus,8,109000.0,Automatic,second,hybrid/cng,2800000,14.845130332288226
Hyundai,11,63000.0,Manual,second,petrol,185000,12.128116509451258
Maruti Suzuki,6,55000.0,Automatic,second,petrol,565000,13.244582780038517
Hyundai,2,35000.0,Automatic,first,petrol,685000,13.437175577097312
Hyundai,8,63000.0,Manual,second,hybrid/cng,425000,12.959846800844963
Maruti Suzuki,10,73000.0,Manual,second,hybrid/cng,355000,12.779875885354993
Maruti Suzuki,4,67850.0,Automatic,first,hybrid/cng,675000,13.42246945133505
Hyundai,12,53000.0,Manual,second,hybrid/cng,275000,12.524530013005734
Hyundai,3,22000.0,Manual,first,petrol,549000,13.215855541983634
Renault,8,82000.0,Manual,first,diesel,575000,13.26212705890841
Mahindra,3,23883.0,Automatic,second,petrol,2245000,14.624216524592692
Hyundai,9,52000.0,Automatic,second,hybrid/cng,445000,13.005831808336863
Chevrolet,10,90000.0,Manual,second,diesel,330000,12.706850963741102
Volkswagen,12,32000.0,Automatic,second,petrol,450000,13.017005083966255
Maruti Suzuki,20,56000.0,Manual,second,petrol,50000,10.819798284210286
Maruti Suzuki,8,95000.0,Manual,second,petrol,510000,13.1421679654829
Toyota,11,150000.0,Automatic,second,diesel,1390000,14.144815024531075
Mahindra,10,113000.0,Automatic,second,diesel,795000,13.586098651497313
Tata,12,98000.0,Manual,second,petrol,145000,11.884495917930655
Mercedes-Benz,6,70000.0,Automatic,first,diesel,2250000,14.626441218624949
Hyundai,16,89127.0,Manual,second,hybrid/cng,115000,11.652696102959753
Maruti Suzuki,8,65000.0,Manual,second,hybrid/cng,335399,12.723079128371246
Chevrolet,11,136000.0,Manual,second,diesel,440000,12.994532278619134
BMW,9,70000.0,Automatic,first,diesel,915000,13.726680437153236
Land Rover,3,37000.0,Automatic,first,petrol,9600000,16.077273760604726
Toyota,3,30000.0,Automatic,first,hybrid/cng,9800000,16.097893045681612
