Brand,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,AskPrice_Log
Honda,7,85500.0,Manual,second,hybrid/cng,295000,12.59473402514672
Toyota,6,38000.0,Automatic,first,diesel,2975000,14.905754933096265
Maruti Suzuki,3,47000.0,Automatic,first,hybrid/cng,505000,13.132315688453556
Chevrolet,9,61000.0,Manual,second,diesel,184000,12.122696471358964
Maruti Suzuki,7,48125.0,Manual,first,petrol,435000,12.983103608918753
Honda,3,119000.0,Automatic,first,diesel,900000,13.710151153416941
Maruti Suzuki,7,56000.0,Manual,second,diesel,620000,13.3374763699232
Toyota,6,99500.0,Automatic,second,diesel,1949000,14.482827491573198
Hyundai,7,55000.0,Automatic,first,diesel,1190000,13.989464705423494
Chevrolet,12,175300.0,Automatic,second,diesel,395000,12.886643575525625
MG,4,96000.0,Manual,first,diesel,1275000,14.058457520888082
Hyundai,6,300000.0,Manual,first,petrol,595000,13.296318365198623
Honda,9,90200.0,Automatic,second,hybrid/cng,475000,13.07107218827772
Hyundai,6,130000.0,Manual,second,hybrid/cng,195000,12.180759965737863
Maruti Suzuki,3,64035.0,Manual,first,hybrid/cng,975000,13.790193775620484
Hyundai,17,79000.0,Manual,second,hybrid/cng,190000,12.154784614286667
Hyundai,6,54000.0,Automatic,second,diesel,899000,13.70903942580019
Maruti Suzuki,13,68000.0,Manual,second,hybrid/cng,190000,12.154784614286667
Tata,7,300000.0,Automatic,second,diesel,725000,13.493928313146206
Honda,2,25000.0,Automatic,first,petrol,805000,13.598598798635953
BMW,10,50000.0,Automatic,first,diesel,1425000,14.169683073439028
Datsun,7,50000.0,Automatic,first,hybrid/cng,330000,12.706850963741102
Hyundai,13,75000.0,Automatic,second,hybrid/cng,325000,12.691583538230217
MG,1,10300.0,Automatic,second,petrol,2125000,14.56928283092878
Hyundai,15,115000.0,Automatic,second,hybrid/cng,170000,12.04355959836804
Hyundai,7,300000.0,Manual,first,hybrid/cng,375000,12.834683971615659
Honda,5,62000.0,Automatic,first,petrol,650000,13.384729180332174
Hyundai,5,110000.0,Automatic,first,diesel,1290000,14.070153551531353
Maruti Suzuki,10,56000.0,Automatic,second,hybrid/cng,260000,12.468440756144114
Skoda,2,24000.0,Manual,first,petrol,1250000,14.038654909278163
Toyota,3,90000.0,Automatic,first,diesel,1975000,14.496079462646344
Volvo,6,300000.0,Automatic,first,diesel,2750000,14.827111833279051
Toyota,9,84000.0,Automatic,first,diesel,1175000,13.976779556623864
Maruti Suzuki,4,36000.0,Automatic,first,hybrid/cng,475000,13.07107218827772
Maruti Suzuki,8,108000.0,Manual,first,diesel,565000,13.244582780038517
Hyundai,7,24200.0,Automatic,second,hybrid/cng,300000,12.611541086966115
Audi,8,37909.0,Automatic,second,petrol,2899999,14.880221294956703
Hyundai,12,65606.0,Manual,second,hybrid/cng,211000,12.259618151783465
Mahindra,10,300000.0,Manual,first,diesel,799000,13.591117476312084
Hyundai,15,55000.0,Automatic,second,petrol,225000,12.323860125621126
Renault,8,72000.0,Automatic,second,diesel,400000,12.899222326086994
Audi,2,50000.0,Automatic,second,petrol,4500000,15.319588176962746
Maruti Suzuki,1,85000.0,Automatic,first,hybrid/cng,210000,12.25486757159303
Maruti Suzuki,2,40000.0,Automatic,first,petrol,765000,13.547632419997361
Volkswagen,7,70677.0,Manual,first,petrol,549000,13.215855541983634
Maruti Suzuki,10,63079.0,Manual,first,petrol,261000,12.472279517715116
Honda,19,105000.0,Manual,second,petrol,130000,11.775297421715827
Maruti Suzuki,3,56000.0,Manual,first,petrol,625000,13.345508528717259
Maruti Suzuki,15,72000.0,Manual,second,petrol,159000,11.976665770490767
Jeep,1,7000.0,Automatic,first,petrol,6090000,15.622158803889679
Mercedes-Benz,5,300000.0,Automatic,first,petrol,2800000,14.845130332288226
BMW,8,71000.0,Automatic,second,diesel,3000000,14.914123179965662
Volkswagen,12,175000.0,Manual,second,diesel,400000,12.899222326086994
Hyundai,7,85000.0,Automatic,second,diesel,999999,13.815510557964274
Maruti Suzuki,11,300000.0,Manual,second,hybrid/cng,235000,12.367345048436391
Hyundai,3,30941.0,Manual,second,hybrid/cng,625000,13.345508528717259
Maruti Suzuki,8,55962.0,Manual,second,hybrid/cng,215500,12.280720828886404
Maruti Suzuki,7,78000.0,Automatic,first,hybrid/cng,290000,12.577639650232573
Mahindra,2,14000.0,Automatic,second,hybrid/cng,1600000,14.285514812209815
Toyota,12,98000.0,Manual,second,diesel,850000,13.652992804936396
Toyota,9,155000.0,Automatic,second,diesel,1275000,14.058457520888082
Kia,2,17000.0,Automatic,first,petrol,1575000,14.269766465162304
Kia,3,17451.0,Automatic,first,petrol,1265000,14.05058347065728
Maruti Suzuki,2,12000.0,Automatic,first,petrol,520000,13.161586013632684
Toyota,1,18246.0,Automatic,first,hybrid/cng,1950000,14.48334044336031
Datsun,8,53000.0,Manual,second,hybrid/cng,290000,12.577639650232573
Hyundai,10,68000.0,Manual,second,hybrid/cng,385000,12.861001210669146
Toyota,8,215000.0,Manual,second,diesel,1245000,14.034646891093473
Hyundai,7,54000.0,Automatic,first,diesel,1250000,14.038654909278163
Honda,11,85000.0,Manual,second,diesel,299000,12.608202196848836
Hyundai,6,134286.0,Manual,second,diesel,365000,12.807655372286902
Toyota,6,87600.0,Manual,second,diesel,455000,13.02805489573287
Tata,3,26000.0,Automatic,first,hybrid/cng,895000,13.704580114574805
Honda,9,138753.0,Manual,second,diesel,330000,12.706850963741102
Maruti Suzuki,6,167000.0,Manual,second,diesel,715999,13.481435445942783
Hyundai,6,77665.0,Manual,first,petrol,599000,13.303018546545275
Maruti Suzuki,5,53000.0,Automatic,first,hybrid/cng,825000,13.623139877437296
Honda,9,83000.0,Manual,second,hybrid/cng,325000,12.691583538230217
Mercedes-Benz,1,6700.0,Automatic,first,petrol,3825000,15.157069286680647
Chevrolet,12,82098.0,Manual,second,diesel,165000,12.013706813470414
BMW,6,37000.0,Automatic,first,diesel,4800000,15.38412668421143
Hyundai,14,42000.0,Manual,first,petrol,172000,12.055255569732177
Maruti Suzuki,12,65000.0,Manual,first,hybrid/cng,285000,12.560247968016562
Honda,9,82000.0,Automatic,first,petrol,390000,12.873904582205107
Mahindra,9,75000.0,Manual,first,diesel,545000,13.208542908506082
Maruti Suzuki,6,75698.0,Manual,second,petrol,430000,12.971542813248437
Toyota,10,300000.0,Manual,first,diesel,829999,13.62918097977278
Toyota,7,95000.0,Automatic,second,diesel,2625000,14.78059183496017
Maruti Suzuki,12,75211.0,Manual,second,petrol,325000,12.691583538230217
Maruti Suzuki,12,120000.0,Automatic,second,hybrid/cng,155000,11.951186847493476
Maruti Suzuki,3,60000.0,Manual,second,hybrid/cng,570000,13.25339339419516
Maruti Suzuki,6,82000.0,Automatic,second,hybrid/cng,350000,12.765691290604371
Jeep,6,40000.0,Automatic,second,petrol,1150000,13.955273369904273
Hyundai,6,88250.0,Manual,first,diesel,825000,13.623139877437296
Hyundai,8,74156.0,Manual,second,hybrid/cng,295000,12.59473402514672
Toyota,13,90000.0,Manual,second,hybrid/cng,295000,12.59473402514672
Volkswagen,15,38000.0,Automatic,second,petrol,2800000,14.845130332288226
Maruti Suzuki,2,38000.0,Manual,first,petrol,490000,13.102162710901053
Hyundai,1,4431.0,Manual,first,petrol,1090000,13.901689171636098
Maruti Suzuki,7,85000.0,Manual,second,hybrid/cng,340000,12.73670383776449
Ford,18,80000.0,Manual,second,hybrid/cng,110000,11.608244735642321
Hyundai,9,74000.0,Manual,second,diesel,649000,13.38318953651709
Toyota,3,75000.0,Automatic,first,diesel,3310000,15.012459049468003
Toyota,12,300000.0,Manual,second,diesel,680000,13.429849547739444
Maruti Suzuki,9,1000.0,Automatic,first,hybrid/cng,150000,11.918397239722838
Isuzu,4,300000.0,Manual,first,diesel,1695000,14.343193888767015
Maruti Suzuki,15,72000.0,Manual,second,petrol,129999,11.77528972943772
Toyota,13,75000.0,Automatic,first,hybrid/cng,250000,12.429220196836383
Mahindra,8,70000.0,Manual,first,petrol,269000,12.502470376049185
Hyundai,14,86000.0,Automatic,second,hybrid/cng,180000,12.100717685412471
Maruti Suzuki,2,23000.0,Manual,first,petrol,698000,13.455975814408239
Nissan,5,300000.0,Manual,first,petrol,645000,13.377007146164305
Toyota,10,68000.0,Automatic,first,hybrid/cng,585000,13.279368835614243
Honda,5,65850.0,Manual,first,petrol,300000,12.611541086966115
Hyundai,0,3500.0,Manual,first,hybrid/cng,700000,13.45883704259595
Renault,6,53000.0,Automatic,second,hybrid/cng,375000,12.834683971615659
Skoda,9,72000.0,Automatic,second,diesel,474000,13.06896471037963
Maruti Suzuki,14,87000.0,Manual,second,hybrid/cng,95000,11.461642696843066
Maruti Suzuki,12,156300.0,Manual,second,petrol,300000,12.611541086966115
Mercedes-Benz,3,6000.0,Automatic,first,diesel,4650000,15.35237799261728
Hyundai,4,18000.0,Automatic,first,petrol,950000,13.76421831620775
Maruti Suzuki,13,90000.0,Automatic,second,hybrid/cng,240000,12.388398368982115
Honda,9,61000.0,Automatic,first,hybrid/cng,530000,13.180634172318978
Mercedes-Benz,8,35000.0,Automatic,second,petrol,4850000,15.394489469099211
Maruti Suzuki,11,150000.0,Manual,second,petrol,320000,12.676079399771027
Kia,4,50000.0,Automatic,first,diesel,1350000,14.115615891155079
BMW,9,49000.0,Automatic,second,petrol,6800000,15.732433317205148
Maruti Suzuki,3,65000.0,Manual,first,hybrid/cng,450000,13.017005083966255
Bentley,7,22000.0,Automatic,first,petrol,18500000,16.733281344102608
Maruti Suzuki,4,75000.0,Manual,second,hybrid/cng,411000,12.926350926565435
Maruti Suzuki,7,63000.0,Manual,first,hybrid/cng,345000,12.75130259456002
Volkswagen,3,19000.0,Automatic,second,petrol,1180000,13.981025843899115
Toyota,11,28001.0,Manual,first,diesel,575000,13.26212705890841
Maruti Suzuki,10,77000.0,Automatic,first,petrol,260000,12.468440756144114
Audi,10,84000.0,Automatic,second,diesel,850000,13.652992804936396
Maruti Suzuki,6,70000.0,Manual,second,hybrid/cng,395000,12.886643575525625
Honda,5,32500.0,Manual,second,hybrid/cng,725000,13.493928313146206
Maruti Suzuki,12,67000.0,Manual,second,hybrid/cng,240000,12.388398368982115
Chevrolet,9,120000.0,Manual,second,diesel,560000,13.235693848424024
Mahindra,5,60000.0,Automatic,first,diesel,1900000,14.45736497045232
Honda,8,64000.0,Manual,second,hybrid/cng,285000,12.560247968016562
Maruti Suzuki,9,64000.0,Manual,first,hybrid/cng,435000,12.983103608918753
Hyundai,15,128000.0,Automatic,first,hybrid/cng,60000,11.002116507732017
Maruti Suzuki,4,6000.0,Manual,first,petrol,550000,13.217675375388819
Maruti Suzuki,7,58000.0,Manual,first,diesel,651000,13.386266457287837
Hyundai,3,63000.0,Automatic,first,diesel,1550000,14.253766134056512
Maruti Suzuki,11,72000.0,Manual,second,hybrid/cng,235000,12.367345048436391
Renault,10,128000.0,Manual,second,diesel,378000,12.84265212010087
Toyota,9,145500.0,Manual,first,diesel,1240000,14.030622744032508
Renault,5,90000.0,Manual,second,petrol,325000,12.691583538230217
Volvo,5,40000.0,Automatic,first,diesel,6900000,15.747032114495013
Tata,6,56000.0,Manual,first,petrol,260000,12.468440756144114
Mahindra,8,78000.0,Automatic,second,diesel,585000,13.279368835614243
Mercedes-Benz,13,96500.0,Automatic,second,diesel,580000,13.270785106659046
Renault,11,87000.0,Manual,second,diesel,435000,12.983103608918753
Maruti Suzuki,9,87000.0,Manual,second,diesel,550000,13.217675375388819
Maruti Suzuki,10,51000.0,Manual,second,petrol,370000,12.821260987319457
Hyundai,6,120000.0,Manual,first,hybrid/cng,726000,13.495306671216452
Hyundai,11,64000.0,Automatic,second,petrol,329000,12.703816069256568
BMW,14,150000.0,Automatic,second,diesel,650000,13.384729180332174
Maruti Suzuki,16,82000.0,Automatic,second,petrol,180000,12.100717685412471
Tata,3,67000.0,Manual,first,diesel,890000,13.698977865303197
Maruti Suzuki,6,50000.0,Automatic,first,hybrid/cng,250000,12.429220196836383
Renault,7,71000.0,Manual,first,petrol,245000,12.409017571151187
Toyota,10,95000.0,Manual,first,diesel,695000,13.451668563394815
Maruti Suzuki,9,85000.0,Manual,first,petrol,450000,13.017005083966255
Hyundai,11,102091.0,Automatic,second,hybrid/cng,300000,12.611541086966115
Hyundai,10,76000.0,Automatic,second,diesel,465000,13.049794835104816
Tata,2,193000.0,Manual,first,hybrid/cng,684000,13.435714658591923
Maruti Suzuki,14,63000.0,Manual,first,petrol,210000,12.25486757159303
Maruti Suzuki,5,89500.0,Automatic,second,diesel,669300,13.41398916318593
Toyota,9,98000.0,Manual,first,petrol,498888,13.120138905099342
Honda,15,68000.0,Automatic,first,hybrid/cng,315000,12.660331092405906
Maruti Suzuki,14,210000.0,Manual,second,hybrid/cng,199000,12.201065128819632
Mahindra,7,129000.0,Manual,first,diesel,725000,13.493928313146206
Chevrolet,13,53000.0,Automatic,second,diesel,295000,12.59473402514672
Maruti Suzuki,13,45000.0,Manual,second,hybrid/cng,120000,11.695255355062795
MG,4,90000.0,Manual,first,diesel,1375000,14.13396501635527
Skoda,14,45000.0,Manual,second,petrol,165000,12.013706813470414
Nissan,4,16330.0,Automatic,first,petrol,575000,13.26212705890841
Hyundai,9,81000.0,Manual,second,petrol,210000,12.25486757159303
Volkswagen,9,50000.0,Manual,second,diesel,650000,13.384729180332174
Kia,3,25000.0,Automatic,second,diesel,2395000,14.6888942063636
Mercedes-Benz,11,85000.0,Automatic,second,diesel,1150000,13.955273369904273
Tata,15,31000.0,Automatic,second,diesel,105000,11.561725152903833
Mahindra,10,180000.0,Manual,first,diesel,850000,13.652992804936396
Maruti Suzuki,17,135767.0,Manual,first,petrol,150000,11.918397239722838
Maruti Suzuki,2,38000.0,Manual,first,hybrid/cng,1100000,13.910821646859095
Mercedes-Benz,1,25000.0,Automatic,first,diesel,12500000,16.341239282272525
Maruti Suzuki,6,78000.0,Manual,first,diesel,750000,13.527829818844937
Chevrolet,13,90450.0,Automatic,second,hybrid/cng,85000,11.350418300109132
Ford,7,56500.0,Manual,second,diesel,488000,13.098072734013513
Maruti Suzuki,9,182000.0,Automatic,first,hybrid/cng,330000,12.706850963741102
Mahindra,7,66000.0,Automatic,second,hybrid/cng,270000,12.506180941677357
Maruti Suzuki,4,93000.0,Manual,first,hybrid/cng,575000,13.26212705890841
Toyota,5,53000.0,Manual,first,diesel,1650000,14.316286451937186
Maruti Suzuki,6,59000.0,Manual,first,hybrid/cng,390000,12.873904582205107
Renault,9,53000.0,Manual,second,hybrid/cng,210000,12.25486757159303
Hyundai,11,53416.0,Manual,second,petrol,285000,12.560247968016562
Toyota,0,1900.0,Automatic,first,hybrid/cng,2125000,14.56928283092878
Honda,15,77000.0,Automatic,second,hybrid/cng,290000,12.577639650232573
Hyundai,7,49000.0,Manual,first,hybrid/cng,391000,12.876465396508989
Skoda,10,96000.0,Automatic,first,diesel,850000,13.652992804936396
Volvo,6,226350.0,Automatic,first,diesel,2475000,14.72175135802525
Chevrolet,11,21000.0,Manual,first,petrol,195000,12.180759965737863
Honda,6,82502.0,Manual,first,petrol,700000,13.45883704259595
Mahindra,6,67000.0,Manual,first,hybrid/cng,388888,12.871049234837667
Ford,7,105000.0,Manual,second,diesel,649000,13.38318953651709
Maruti Suzuki,13,40000.0,Manual,second,petrol,211000,12.259618151783465
Hyundai,9,58122.0,Manual,second,petrol,280000,12.54254845357358
Skoda,2,23000.0,Automatic,second,petrol,2290000,14.64406281221155
Honda,8,300000.0,Automatic,first,petrol,675000,13.42246945133505
Maruti Suzuki,6,51000.0,Manual,second,hybrid/cng,395000,12.886643575525625
Maruti Suzuki,7,300000.0,Manual,first,diesel,685000,13.437175577097312
Jeep,6,46300.0,Manual,second,diesel,990000,13.805461232211272
Maruti Suzuki,7,38000.0,Manual,first,petrol,530000,13.180634172318978
Honda,16,119000.0,Automatic,second,hybrid/cng,145800,11.889997957243736
Mercedes-Benz,7,57000.0,Automatic,second,diesel,3050000,14.930652476452392
Mahindra,4,50000.0,Automatic,second,diesel,1560000,14.260197020251155
Mahindra,7,118000.0,Automatic,second,diesel,699000,13.457407451830088
Kia,2,23000.0,Automatic,first,petrol,1150000,13.955273369904273
Volkswagen,11,113000.0,Manual,first,diesel,299000,12.608202196848836
Honda,5,43000.0,Manual,second,hybrid/cng,750000,13.527829818844937
Hyundai,21,65804.0,Manual,second,hybrid/cng,50000,10.819798284210286
Hyundai,14,77000.0,Manual,second,hybrid/cng,145000,11.884495917930655
Audi,5,60000.0,Automatic,second,diesel,2350000,14.669926311652166
Toyota,11,132000.0,Manual,second,diesel,693999,13.450227239488942
Hyundai,18,50000.0,Manual,second,petrol,75000,11.225256725762893
Volkswagen,8,144.0,Manual,second,diesel,565000,13.244582780038517
Tata,5,55000.0,Manual,second,hybrid/cng,480000,13.081543466215237
Maruti Suzuki,3,90000.0,Manual,first,hybrid/cng,565000,13.244582780038517
Mercedes-Benz,5,300000.0,Automatic,first,diesel,4900000,15.404745967162468
Toyota,7,68000.0,Automatic,second,diesel,1260000,14.04662307257814
Skoda,12,80000.0,Manual,first,diesel,325000,12.691583538230217
BMW,12,35000.0,Automatic,second,diesel,1250000,14.038654909278163
Mahindra,9,81000.0,Manual,first,diesel,650000,13.384729180332174
Audi,9,72000.0,Automatic,second,diesel,1221000,14.015181572093326
Hyundai,8,55000.0,Manual,first,hybrid/cng,450000,13.017005083966255
Hyundai,7,130000.0,Automatic,second,diesel,799000,13.591117476312084
Maruti Suzuki,13,95500.0,Manual,second,petrol,190000,12.154784614286667
Maruti Suzuki,5,54000.0,Manual,first,hybrid/cng,971000,13.786082777139049
Honda,11,67100.0,Automatic,second,petrol,511000,13.144126826131089
Honda,10,116000.0,Manual,second,diesel,650000,13.384729180332174
Maruti Suzuki,4,142000.0,Automatic,second,hybrid/cng,320000,12.676079399771027
Renault,8,150000.0,Manual,second,diesel,450000,13.017005083966255
Maruti Suzuki,8,88000.0,Manual,second,diesel,665000,13.407543823396258
Tata,2,33000.0,Manual,first,diesel,1450000,14.187074804051692
BMW,14,86000.0,Automatic,second,diesel,1025000,13.840204146163925
Maruti Suzuki,2,30500.0,Manual,first,hybrid/cng,580000,13.270785106659046
Hyundai,12,65165.0,Manual,second,hybrid/cng,155000,11.951186847493476
Maruti Suzuki,10,97694.0,Manual,second,hybrid/cng,665000,13.407543823396258
Toyota,25,30000.0,Automatic,first,petrol,2100000,14.557448378884015
Hyundai,3,40000.0,Manual,first,petrol,700000,13.45883704259595
Hyundai,10,80000.0,Automatic,second,petrol,355000,12.779875885354993
MG,5,46000.0,Automatic,first,hybrid/cng,1250000,14.038654909278163
Tata,10,85000.0,Automatic,second,petrol,250000,12.429220196836383
Honda,5,49500.0,Manual,first,diesel,899000,13.70903942580019
Maruti Suzuki,0,8254.0,Manual,first,petrol,825000,13.623139877437296
BMW,12,135000.0,Automatic,first,diesel,750000,13.527829818844937
Ssangyong,11,120000.0,Automatic,second,diesel,240000,12.388398368982115
Hyundai,6,53300.0,Automatic,second,hybrid/cng,525111,13.171366852154774
Mahindra,8,55000.0,Manual,second,diesel,720000,13.487007879880162
Honda,14,65000.0,Automatic,first,hybrid/cng,180000,12.100717685412471
Hyundai,8,56000.0,Manual,second,petrol,240000,12.388398368982115
Mahindra,11,105000.0,Automatic,second,diesel,461000,13.04115549117383
Maruti Suzuki,12,134000.0,Manual,first,petrol,320000,12.676079399771027
Toyota,0,6500.0,Automatic,first,hybrid/cng,4050000,15.214227685996272
Maruti Suzuki,6,90000.0,Manual,second,hybrid/cng,621000,13.339087971220277
Maruti Suzuki,7,42000.0,Automatic,first,hybrid/cng,385000,12.861001210669146
Hyundai,8,44103.0,Automatic,second,petrol,465000,13.049794835104816
Maruti Suzuki,13,69000.0,Manual,first,petrol,245000,12.409017571151187
Hyundai,8,123913.0,Manual,second,hybrid/cng,333333,12.716900269294165
Maruti Suzuki,15,58000.0,Automatic,second,hybrid/cng,200000,12.206077645517674
Maruti Suzuki,10,35188.0,Manual,first,hybrid/cng,365000,12.807655372286902
Honda,3,34000.0,Automatic,first,petrol,790000,13.579789490265188
Hyundai,2,12214.0,Automatic,first,petrol,953000,13.767371231953732
Maruti Suzuki,14,36836.0,Automatic,first,petrol,240000,12.388398368982115
Honda,7,54000.0,Automatic,second,petrol,715000,13.480039220276565
Maruti Suzuki,10,89000.0,Manual,second,diesel,510000,13.1421679654829
Honda,9,77000.0,Automatic,second,petrol,595000,13.296318365198623
Mahindra,9,267000.0,Manual,second,diesel,310000,12.644330802262578
Maruti Suzuki,5,42000.0,Automatic,first,hybrid/cng,415000,12.936036208848487
Maruti Suzuki,4,28000.0,Manual,first,petrol,445000,13.005831808336863
Maruti Suzuki,10,85000.0,Manual,first,diesel,365000,12.807655372286902
Mitsubishi,13,130000.0,Automatic,second,petrol,250000,12.429220196836383
Tata,5,22000.0,Automatic,second,petrol,7200000,15.789591722875162
Hyundai,10,80000.0,Automatic,second,petrol,350000,12.765691290604371
Maruti Suzuki,7,75000.0,Manual,second,petrol,450000,13.017005083966255
Toyota,11,76000.0,Automatic,first,hybrid/cng,450000,13.017005083966255
Toyota,12,45000.0,Automatic,first,petrol,2300000,14.648420115681892
Renault,7,39000.0,Automatic,first,petrol,270000,12.506180941677357
Mahindra,10,110000.0,Manual,first,diesel,875000,13.681980308196241
Hyundai,15,66000.0,Automatic,second,petrol,275000,12.524530013005734
Maruti Suzuki,7,59968.0,Manual,first,petrol,385000,12.861001210669146
Audi,4,300000.0,Automatic,first,diesel,7174999,15.786113319609958
Maruti Suzuki,6,51000.0,Automatic,first,hybrid/cng,365000,12.807655372286902
Hyundai,5,300000.0,Manual,first,hybrid/cng,575000,13.26212705890841
Toyota,3,24000.0,Automatic,first,diesel,3150000,14.962913328262083
Maruti Suzuki,1,20000.0,Automatic,first,hybrid/cng,400000,12.899222326086994
Honda,7,71000.0,Automatic,first,hybrid/cng,725000,13.493928313146206
Opel,20,70000.0,Manual,second,petrol,68000,11.127277689932466
Hyundai,16,105000.0,Manual,second,petrol,249000,12.425212191503038
Volkswagen,2,40000.0,Manual,second,petrol,1199900,13.997749611354916
Ford,15,95000.0,Manual,second,diesel,150000,11.918397239722838
Mercedes-Benz,10,64000.0,Automatic,second,diesel,1474000,14.20349103015724
Maruti Suzuki,8,58000.0,Manual,first,hybrid/cng,575000,13.26212705890841
Hyundai,1,24600.0,Automatic,first,petrol,1599000,14.284889617206765
MG,2,52000.0,Automatic,second,diesel,3800000,15.150511887854474
Skoda,2,20000.0,Automatic,first,petrol,1100000,13.910821646859095
Hyundai,6,52536.0,Automatic,second,hybrid/cng,780000,13.567050480716235
Honda,8,38000.0,Automatic,second,petrol,750000,13.527829818844937
Honda,5,52400.0,Manual,second,petrol,540000,13.199326270390594
Toyota,4,22000.0,Manual,second,diesel,2300000,14.648420115681892
BMW,11,58000.0,Automatic,second,diesel,2399000,14.690562958662095
Volkswagen,12,100000.0,Manual,second,diesel,375000,12.834683971615659
Hyundai,7,26000.0,Manual,first,petrol,585000,13.279368835614243
Maruti Suzuki,4,185000.0,Manual,first,hybrid/cng,720000,13.487007879880162
Lexus,6,71767.0,Automatic,first,hybrid/cng,3275000,15.001828732394953
Volkswagen,6,82886.0,Automatic,first,diesel,785000,13.573440270649085
Maruti Suzuki,7,90000.0,Manual,first,diesel,650000,13.384729180332174
Tata,0,3500.0,Automatic,first,hybrid/cng,820000,13.617060838751888
Honda,6,52000.0,Automatic,second,hybrid/cng,590000,13.28787951079572
Honda,4,64000.0,Automatic,second,hybrid/cng,550000,13.217675375388819
Maruti Suzuki,7,300000.0,Automatic,first,hybrid/cng,555000,13.22672519452875
Maruti Suzuki,11,82743.0,Manual,first,petrol,215000,12.278397958261774
Honda,9,83000.0,Automatic,second,petrol,560000,13.235693848424024
Maruti Suzuki,10,17000.0,Automatic,second,petrol,345000,12.75130259456002
BMW,14,80000.0,Automatic,second,diesel,933000,13.746161551640268
Maruti Suzuki,8,135000.0,Manual,second,diesel,299000,12.608202196848836
Honda,2,32000.0,Automatic,first,hybrid/cng,1825000,14.417091092943783
Maruti Suzuki,6,110000.0,Automatic,second,petrol,378000,12.84265212010087
Maruti Suzuki,7,53000.0,Manual,first,hybrid/cng,595000,13.296318365198623
Kia,3,89000.0,Automatic,first,diesel,1665000,14.325336281997101
Maruti Suzuki,9,75000.0,Manual,second,hybrid/cng,299999,12.611537753638338
Hyundai,4,74000.0,Automatic,first,diesel,1499999,14.22097566607244
Maruti Suzuki,2,3350.0,Manual,second,petrol,390000,12.873904582205107
Tata,6,80000.0,Automatic,second,diesel,760000,13.541075028051122
Toyota,6,90000.0,Manual,first,diesel,830000,13.629182184591333
Maruti Suzuki,7,43000.0,Manual,first,hybrid/cng,375000,12.834683971615659
Kia,3,16.0,Manual,first,petrol,800000,13.592368256649284
Hyundai,6,87695.0,Manual,first,diesel,799999,13.592367006650065
Maruti Suzuki,5,300000.0,Manual,first,hybrid/cng,475000,13.07107218827772
Hyundai,6,21000.0,Automatic,first,petrol,465000,13.049794835104816
Mahindra,5,30700.0,Automatic,first,diesel,2390000,14.686804342317648
Hyundai,7,69000.0,Manual,first,petrol,470000,13.060490101343552
Maruti Suzuki,14,100000.0,Manual,second,petrol,225000,12.323860125621126
Maruti Suzuki,8,117592.0,Manual,first,petrol,550000,13.217675375388819
Nissan,11,111519.0,Manual,second,diesel,185000,12.128116509451258
Maruti Suzuki,2,42000.0,Manual,first,hybrid/cng,575000,13.26212705890841
Hyundai,3,83000.0,Manual,first,diesel,1290000,14.070153551531353
Maruti Suzuki,5,82123.0,Automatic,first,hybrid/cng,455000,13.02805489573287
Volkswagen,6,106901.0,Automatic,first,diesel,725000,13.493928313146206
Maruti Suzuki,9,68000.0,Manual,second,hybrid/cng,275000,12.524530013005734
Maruti Suzuki,6,25193.0,Manual,first,petrol,370000,12.821260987319457
Maruti Suzuki,9,61479.0,Automatic,first,petrol,365000,12.807655372286902
Hyundai,9,69000.0,Manual,second,petrol,440000,12.994532278619134
Tata,3,31000.0,Manual,second,hybrid/cng,650000,13.384729180332174
Nissan,10,150000.0,Manual,second,diesel,570000,13.25339339419516
Hyundai,13,82000.0,Manual,first,petrol,240000,12.388398368982115
Hyundai,8,80000.0,Manual,first,petrol,505000,13.132315688453556
Mahindra,6,95000.0,Manual,first,diesel,875000,13.681980308196241
BMW,12,100000.0,Automatic,second,diesel,950000,13.76421831620775
Mahindra,11,16.0,Manual,first,diesel,250000,12.429220196836383
Fiat,8,63000.0,Manual,second,diesel,410000,12.923914877701906
Maruti Suzuki,0,10000.0,Automatic,first,hybrid/cng,830000,13.629182184591333
Renault,7,100000.0,Manual,first,petrol,200000,12.206077645517674
Hyundai,13,33000.0,Manual,second,petrol,220000,12.301387370778713
Maruti Suzuki,7,53000.0,Automatic,first,petrol,550000,13.217675375388819
Maruti Suzuki,13,190000.0,Manual,second,hybrid/cng,145000,11.884495917930655
Toyota,5,160000.0,Automatic,first,hybrid/cng,3550000,15.0824584431417
Maruti Suzuki,8,90000.0,Automatic,first,hybrid/cng,360000,12.793862088206213
Maruti Suzuki,7,33555.0,Automatic,first,hybrid/cng,499555,13.121474982898764
Hyundai,5,70000.0,Manual,second,diesel,730000,13.500801182986649
Maruti Suzuki,15,43256.0,Manual,second,petrol,290000,12.577639650232573
Maruti Suzuki,2,53000.0,Manual,first,hybrid/cng,1121000,13.92973259411456
Maruti Suzuki,14,99000.0,Manual,second,diesel,285000,12.560247968016562
Land Rover,3,31527.0,Automatic,second,diesel,5600000,15.53827733427679
BMW,10,68000.0,Automatic,second,diesel,1549000,14.25312076497659
Toyota,10,175000.0,Automatic,second,diesel,1225000,14.018452218287162
Maruti Suzuki,16,89000.0,Automatic,first,hybrid/cng,120000,11.695255355062795
